,heating,cooling,fans,heat_recovery,heat_rejection,interior_equipment,refrigeration,pumps,water_systems
184,10.308693885457783,11458.481987940908,11282.256012398162,4.557568488332036e-16,85.0934846924637,14773.803238016737,213.7309524147119,534.708635025361,5938.596940080211
185,8.523996223453896,8296.689856724763,8965.743895461945,4.2178674951447025e-16,62.437689179692576,10449.667463766526,170.07170344855638,421.11984718866006,4800.1268491690125
186,326.6710882750219,3606.9154571483928,16059.442933895307,7.044412019731816e-16,53.826970388210526,11278.826565846311,312.37097062863927,711.4492343214439,1588.067169174565
187,148.54681573167272,4969.358052424668,15793.06265949042,5.23554772230665e-16,68.25645119579217,11761.022738391219,305.3226893890596,706.8646739941801,1554.285514137439
188,515.1390987902407,3228.1813266261966,15707.823680928454,5.547760220504354e-16,47.938406444913895,10125.810003312288,306.0498523361662,696.9649275944307,1384.656433088223
189,18.583905698989426,19113.12528384159,14412.237730540133,6.339554440825679e-16,132.20123842855568,15457.359321727006,306.57100683756136,706.7321440244759,6341.282696407987
190,11.17983630710303,13431.140436316842,9947.800691539675,4.871820582638223e-16,91.23264239000774,11370.180691915833,208.25919674101942,487.79064352414235,4589.9406171236615
191,246.35697113910592,871.643197298158,4284.556411945151,3.095959714523896e-16,11.720028180509832,3129.904388990661,30.172922095458638,210.7077577726677,379.523567127364
192,598.0112637780189,3275.399335847872,15345.287300783042,7.715044603490904e-16,53.2804303423882,11461.568472994864,2.9128776670506884,682.303090612393,1502.5877406766951
193,28.39008863807921,17659.96407356704,15522.967462005356,7.169117962204089e-16,122.04301645291868,15891.839047476964,30.27736158927726,736.9419412028209,6607.007942138464
194,206.3861622254683,6824.516274788471,14734.061308718054,6.600803072522538e-16,73.15259142325925,11540.864077197559,14.858561068807786,665.4348514135748,2289.0766695745356
195,30.84588006375539,11510.070852517962,15562.706562383699,5.155914354958588e-16,92.77669864189916,17440.385792232824,301.09514005134906,691.0494586465215,7280.976977231048
196,109.20051228589826,8505.50317061402,15122.210888449325,4.177111568542113e-16,82.84415059698226,13505.514604903903,303.79456573272273,698.0933186750082,2187.4017258438057
197,511.63783394641666,3537.227853018807,14724.202810126731,5.380989904624496e-16,48.67230947041457,12013.603085754561,260.8742646556527,658.318963375805,1676.1445511481243
198,10.091250407331046,14900.94494513733,15814.745450041983,4.932914663040248e-16,122.90546436310879,21602.74532588969,298.33149653156727,737.2666534795461,8559.452785946218
199,765.2244072507392,1685.8902030879713,9246.620664547223,4.590790057870104e-16,30.533672079539294,6342.062849270554,32.74733082884373,421.8414066704486,765.3434362756384
200,417.72267110392994,3017.4417246112616,13479.937203079628,6.726413049476631e-16,43.15303318549537,10296.263956200946,46.321822176156665,595.5522465426857,1485.2516174868472
201,16.361175753577083,17025.604042718114,16130.560207150842,5.705991059919616e-16,100.18014814333341,17686.13380771831,332.0231439983051,745.25973495927,7757.1749482547675
202,14.962279098152402,16754.109824204526,15719.475908383438,5.429513589616224e-16,101.32277208123529,17319.372211831433,331.23338795593276,729.2068598236334,7173.889462248855
203,355.7657378983829,2974.7760872316344,15201.486119818206,6.625540198057825e-16,49.211816213116364,9544.13876637825,35.04551384185501,668.6629728302429,1182.420848022884
204,14.632226973608052,17242.035329781535,16035.907818492411,6.70752046542882e-16,130.84322875015744,20836.86412959497,303.88042168605887,762.0361358911777,8289.69644649361
205,209.43049425130542,5689.845115768447,15349.264376671395,7.958023842508964e-16,67.89721306804992,13154.419526546715,285.242651138648,699.9246171590297,1909.5585409338753
206,114.9361587357698,7219.103815538277,13153.946109455133,6.542693543001354e-16,61.349484715938715,11657.661196921234,262.3080026129695,597.349820390714,3851.1267093850397
207,46.42992860009081,2812.6129688421443,4864.414192526419,3.748366366844186e-16,25.108431412219712,4841.317926276467,96.58831538468294,234.34094373368728,1513.6692297010718
