day_of_year,heating,cooling,fans,heat_recovery,heat_rejection,interior_lighting,exterior_lighting,interior_equipment,refrigeration,pumps,water_systems,time_of_shift,date
45,85.34609997178296,4269.304579675434,7549.07524897881,3.831748421851349e-16,21.28414368130975,1529.200168159529,3.3641291323930667e-07,2452.936634601776,97.17756666660334,107.2016432651379,1163.6462180175165,50,2018-02-15
46,4527.201955441875,959.2420738852946,12902.974536536001,6.315307083821611e-16,2.2580279870964377,520.0731948090456,385.4681036315497,1221.5028240005568,1.1184848466427866e-07,73.07498783213667,151.7369842294481,50,2018-02-16
47,299.9551027998057,5706.648013002156,12017.130849671521,5.493668693821451e-16,49.91026071483729,3472.0765190514944,3.347299561899697e-07,8371.485469988924,162.03789626041856,448.08858910155936,3621.015394543924,50,2018-02-17
48,342.66143994644705,63.91067891920435,1057.7638832852733,3.4281439872725826e-16,0.3401763156051793,5826.472343473785,6.062414969493275e-07,9790.708142192585,-2.0927713751461853e-06,615.9318354307312,2187.936163399407,50,2018-02-18
49,9394.447485041786,572.0467059313942,16671.526781846882,7.692684047138837e-16,3.727008550173158e-10,184.81842681588145,136.98452930328338,434.0912057392708,-1.0242223229397495e-06,24.785055496391372,51.33997638015625,50,2018-02-19
50,4734.612927765824,632.1109304960373,10392.402002628429,5.843524592829644e-16,1.2689365109635924,2491.8573083679253,1843.3738578042642,5731.482099883732,2.2110386748863675e-07,350.7015352349691,911.3119577405922,50,2018-02-20
51,2547.2262664915206,2793.5970413755385,17685.867984370692,7.3254641020466355e-16,12.505867549937433,2357.6986049381226,5.812246026310939e-08,3827.3967852564633,-5.415005878688817e-05,165.11904558726982,1492.0885142390475,50,2018-02-21
52,3960.4979980166736,1126.033489384385,15230.61458465051,6.598818550189278e-16,2.7337821224657617,5643.316145144137,2589.8910627155783,11685.935596967616,65.69551980005565,520.4794233521318,4359.9621589409735,50,2018-02-22
53,7758.615973419278,880.1220401172791,15820.234488275819,6.060355950815211e-16,1.3504098694096212,4304.964338622433,3.0743244207763794e-07,6529.0473177159865,1.0023254702673512e-07,267.9393826660298,2696.6005520332997,50,2018-02-23
54,1309.6679099562255,1681.1626487315266,8409.382507116068,4.724896403286481e-16,11.90646480178976,194.54148773878734,5.082293826593365e-07,417.8148576879771,80.40056274240371,19.360479600922535,163.59707354681183,50,2018-02-24
55,9699.571424008756,567.0305330029686,17688.442774426614,6.337014806968998e-16,0.6228645615398162,39.118244627116496,41.41388759916014,69.9257678187936,-8.809384177084212e-07,7.434837438695277,12.484168566248865,50,2018-02-25
56,3500.598413251363,3040.307972346077,18344.92255116517,6.73166905464931e-16,15.527967905069945,8477.35137230247,1.1582683662970556e-07,13005.916211228352,-6.595090862504094e-06,535.6709284281214,5377.867851831453,50,2018-02-26
57,6008.844121497398,533.2434272120119,11221.328816216754,6.157363480975273e-16,0.16405636401119986,3498.3927526902844,1581.4378407428978,6988.847747906105,144.4979157072668,326.4011205226211,1976.3305052912083,50,2018-02-27
58,11164.194081505537,985.1373257645733,18567.026284315787,7.785861775594309e-16,4.763686263853171e-10,399.81094234822154,296.26885705157207,938.848635187802,-1.5602424577423334e-06,56.541455521028674,116.60309060660815,50,2018-02-28
59,4890.959660358305,824.253406687693,12121.72634121488,6.452304266997083e-16,3.9684070277479346,132.71325956827286,105.12756099530674,312.9975105831913,-4.6455272263301593e-07,22.02990679990344,40.503397598350915,50,2018-03-01
60,4744.888629977694,519.5481021095359,9053.881978693073,5.168241358269918e-16,1.0630044636172093,1554.1778715640655,7.805477061450397e-08,2522.9922379462537,2.8353574265338467e-07,93.45581066264016,972.0808943466513,50,2018-03-02
61,6156.374177281612,450.6026591778549,11160.521748542416,5.415708736443072e-16,0.8799811861345065,1768.361393029486,1722.2284419656812,4706.515317116309,11.32406088393338,300.61019766032723,1019.1573281480286,50,2018-03-03
62,848.303697309188,2233.087820981361,6845.72763653982,4.336651498771217e-16,12.76838176238032,3480.370785694299,5.331814335847852e-07,5749.275036614232,64.4309720726592,357.1026077116704,1285.8074704197259,50,2018-03-04
63,9279.785762139878,692.4632371750947,17492.675599124163,6.409681325044725e-16,0.2039813918808864,6158.319241795485,3.6382468912478553e-07,9013.085686466833,0.537467330284383,348.2912466243351,3774.409304426253,50,2018-03-05
64,3779.3673288562477,507.9440464075385,8278.241561397124,5.129361590338473e-16,0.17521381277815778,358.73716014650364,267.5965456644385,835.8932122869637,8.216346997796585,50.67045723829694,101.58879076526746,50,2018-03-06
65,3001.0968493753035,922.4894675040649,10551.115513004672,6.620405777713763e-16,3.4644834491816052,627.6612544033775,465.11024150662,1473.891190550692,2.4613960511032927e-07,97.39640314078214,178.08381149049993,50,2018-03-07
66,214.454799361006,3951.8591509453263,9254.662452620762,4.623475099483015e-16,31.940090886674806,397.1476456380608,3.1269406838623317e-07,644.2134064376991,151.42512464960149,28.560838784458962,306.7372068889814,50,2018-03-08
67,5503.47375171311,1367.5171052271521,16877.27396750548,6.064329331673111e-16,6.43108449039131,482.5860173962341,359.98259723830506,1124.478017321112,14.55741975699966,74.7110421377891,132.79206728078015,50,2018-03-09
68,2618.478964948221,400.760230127997,7983.427881960301,4.573460323058661e-16,3.1715301256981947,1625.3811494553877,1381.7118316113783,4639.111037655182,1.19359619663432,281.78007896287204,1691.987794839231,50,2018-03-10
69,985.2034432031335,3889.2484670880012,14417.543521196614,5.872163707117884e-16,46.47661106461482,3210.614404966586,2.8954583550349526e-07,7488.297507813987,148.53481355553578,532.0380502194939,1735.1282736489431,50,2018-03-11
70,83.62770089475063,6897.408164545294,13358.432285257912,6.398775652269991e-16,69.59444140656744,2470.9542114531255,1696.0347645123543,5873.947414708945,1.7381881104938658e-07,350.13764975383816,1035.867929605996,50,2018-03-12
71,1176.6451990448124,1255.988666434122,8995.76733922499,6.28445352563427e-16,12.733926860444518,2342.171657436807,1221.2751447693574,5025.747695701544,8.795075343641656e-07,253.54037397671985,1120.7406139843968,50,2018-03-13
72,1094.4943571787926,6104.3573192583235,17859.396241316623,6.35302800847156e-16,53.27988847414985,1248.8943711201357,1.8213298685417916e-07,1769.7070999213724,-8.239846147262142e-08,60.599969706366245,756.3849132935942,50,2018-03-14
73,1716.0814163536584,2338.1959836739643,15362.638605766173,5.67138529324647e-16,16.76729324470833,1244.4411546811082,3.09965381362292e-07,2752.7425319631493,252.07821235072615,131.54256723859694,894.6948731135321,50,2018-03-15
74,524.0754774626504,3803.8253095191335,9703.748932702712,6.461684600866296e-16,23.636315266428266,316.87069680872247,1.3948520148324817e-07,463.7588721940125,33.5114583727302,17.442576324464557,194.30012638884807,50,2018-03-16
75,4296.401924481282,475.98454840221297,11848.342462570778,6.685748954909665e-16,1.0859027956514917,1263.650099564787,936.5905200032724,2967.9737188966137,-1.1225219662946983e-06,182.83969528617487,373.30408601045866,50,2018-03-17
76,4566.073930319727,388.497005421805,10943.808459081763,6.201864211437401e-16,1.6148831908532972,497.3798914821171,661.388114404187,1187.8714851395869,6.971421127559551e-07,118.56727373415278,236.20803717802954,50,2018-03-18
77,138.61075806754286,4946.520859227764,10621.401108612834,4.458652704180367e-16,37.576879355531666,3251.3720017206815,4.6741625208998343e-07,4758.586339906431,-1.4224656447368033e-06,180.3329568984695,2010.4137590750702,50,2018-03-19
78,1881.5867114326052,703.5036164775827,7230.448001473883,4.3550308723255176e-16,8.673152985159641,1073.3472268184244,5.770637561903816e-08,2105.2065167569162,5.0188244568336815,98.01809360603812,599.5482726556587,50,2018-03-20
79,1077.5170580132487,1897.733764356496,11362.699143101225,6.903157545381909e-16,24.7395065169546,1359.081831471244,1005.1789985067954,3125.3213335583405,61.04992004161129,206.81792449840083,493.81685490400645,50,2018-03-21
80,592.4953875922149,3864.874900439862,10979.711768323152,5.030057463453128e-16,26.071710458913923,3415.7183499827956,3.5929536061085644e-07,6912.199610169785,12.75367037371167,324.9199294822945,2621.0637511023037,50,2018-03-22
81,6185.8398524899585,925.7261628949534,15052.049080746367,5.526953468446749e-16,1.2930618218164234,6958.611596879424,5.915998155655374e-07,10125.466552232127,244.41014213528823,380.9606751127548,4221.484009288722,50,2018-03-23
82,4308.958079124213,1461.4359799624438,15974.830282463612,5.5340084309904305e-16,7.051708039099204,6182.095006155331,6.350327896111309e-07,13277.226690681133,-7.16445387126896e-07,606.6280096554102,5286.071678911919,50,2018-03-24
83,9597.77728441004,509.32093922050643,16936.08830745986,5.296205408048147e-16,0.2581685629570344,90.1598058475035,95.57057195130898,159.288952666828,4.801545384225392e-08,17.216285542788615,28.19984646498775,50,2018-03-25
84,6663.353014490362,715.621460679346,15686.618047735827,5.181628662701133e-16,1.4464285542620148,5105.808436580052,6.356593219943215e-07,7429.455160688047,-1.1346408149393027e-07,281.78707612068166,3130.475669303707,50,2018-03-26
85,3890.1862718343923,1606.9965207724915,16288.794156096186,5.649649043232549e-16,8.539433797347334,780.5928635687262,4.977021922523736e-07,1126.3814179958936,0.09395745041592994,44.1353996119344,477.0612704543233,50,2018-03-27
86,3394.1038051976993,1839.7710466107915,16919.719890318087,5.456055095507408e-16,17.45624899660472,401.9708526285311,299.4543041871372,929.8990620252197,3.022481516723019e-06,63.05634597505369,105.13189891200626,50,2018-03-28
87,1860.1174828335459,2543.9133665991326,16866.634434698066,5.54801994700319e-16,28.512492053861624,172.9475492275322,136.98427794453212,406.288399663341,3.664737477354016,28.76689594224588,48.36326581054456,50,2018-03-29
88,585.2002407259644,2932.247110302865,15772.000016984644,5.568723136442738e-16,39.18912796977253,3475.434927649521,2758.8044833356944,8302.879678097885,-3.1250732445187166e-07,582.9696679522001,1059.5521862779783,50,2018-03-30
89,132.51533331151083,10877.638636372953,18691.413263348055,4.812719970476692e-16,67.62404228272992,5456.914864829574,4.4353776781919337e-07,12743.265235426583,7.914575755756463,669.9469938609165,5293.438332038453,50,2018-03-31
90,188.2502946435566,9736.71439457869,15598.94119017574,4.177811324958213e-16,59.38703460781056,802.6968300245527,5.664639658808515e-07,1348.8387063050486,-1.5314791633613821e-06,88.62088616812595,303.5383475584558,50,2018-04-01
91,3174.9819119439876,1214.7534419790122,13995.50294266652,4.625629365696561e-16,8.431006814279153,10797.588601340445,6.764495853859817e-07,15341.918833256681,-1.435776179715731e-05,567.7159947125665,6588.533598833648,50,2018-04-02
92,59.53863539114827,9378.506974573844,13170.796016234019,4.3469316481048824e-16,50.531091312496315,76.87214017177682,57.342360663427584,179.12019526671136,61.22504001551289,12.030385913057032,20.886970174245356,50,2018-04-03
93,2806.2397814534647,1292.249643704384,12208.315015934448,5.502981583915585e-16,8.70953797519226,10847.931553639564,5.072541284961566e-07,16293.013578774553,-4.7251058100982845e-05,724.992808724937,6896.939982351914,50,2018-04-04
94,514.8031590024142,3589.9632876015976,15705.28999223673,4.52265629625537e-16,42.3662969769859,2091.2663543167128,1554.6150684806007,4883.343165830215,160.95851970114325,327.75692950273606,560.9794824293252,50,2018-04-05
95,1028.119482521829,4652.827439664369,17373.485738786254,5.836978137130273e-16,97.82576216106871,7836.929527425586,1.886192992009036e-07,13992.931595260334,208.94318114006552,621.3937785533135,5079.364104854279,50,2018-04-06
96,90.37168625326152,9573.888216781956,14860.132817215945,4.17896179819711e-16,65.63673399744559,5867.17478952756,4.4801884174571636e-07,12516.26069780252,-3.46046729362115e-07,634.7835136789837,5972.496188013837,50,2018-04-07
97,2570.23581944179,1137.4209167970566,12498.84580460684,4.910655734748978e-16,7.250782898840356,6380.14106093397,6.589581092575779e-07,13425.736435069746,-3.386471054568574e-05,541.347901752177,5658.576540655345,50,2018-04-08
98,4261.886243331412,1377.1798053297587,16282.366272745416,5.079764584921423e-16,5.980112553578763,8178.20378344692,6.011753289792374e-07,11873.490222309849,-2.731373388087377e-08,457.64974196348044,4981.638239274107,50,2018-04-09
99,1438.995554265772,919.9774851904366,8389.516230499403,4.594437948222903e-16,10.030626961086007,6923.349467197652,3.9149579890405005e-07,10051.633492214156,-8.845522672800143e-07,364.52154099232024,4215.938652454384,50,2018-04-10
100,176.21972377130314,4480.275595518774,11072.49432473519,4.500478899813286e-16,44.06367506386114,2309.320449210701,4.564211018107771e-07,3628.2867123812384,-2.0360525302294263e-06,159.06196332752623,1599.3332740216254,50,2018-04-11
101,125.2645778642063,3967.864076490329,8735.977272655111,4.558956871617496e-16,29.47404449072879,762.9827100288959,4.589381481179169e-07,1275.9662700199187,-2.3576214181275646e-07,61.64461646061858,604.4616154594265,50,2018-04-12
102,5019.503036427481,999.7981451891643,14136.220796838406,4.807258509787261e-16,1.854175006110058,7538.4967218672045,6.200979094332487e-07,10969.256304149903,1.0937879357522442,431.12724157464936,4507.243373797602,50,2018-04-13
103,2633.6773247303386,1185.8605326667803,12798.110890073129,4.794978311443363e-16,8.603524904285589,2104.230396421958,2233.165578509397,4733.8840614253995,0.6878387580308879,468.99068009369523,653.8829464944328,50,2018-04-14
104,3141.175116840497,609.9755562022657,11470.502835290832,4.3358102265786926e-16,2.96867760044133,57.08838138914021,60.52803281816823,101.65083605778702,40.749478233132976,12.146670988670733,18.05999425178688,50,2018-04-15
105,3885.8501568019915,693.8614858965005,11884.289910475163,4.63250783633033e-16,3.129594822684242,44.15031816161973,3.9439727513469793e-07,63.10195617713852,-8.745226842847842e-07,2.227699361459092,26.777110625779816,50,2018-04-16
106,6351.390084540605,767.4923947773772,13021.438756246846,4.0759538246673477e-16,0.6245574036471199,1499.6657307170926,6.080958740026781e-07,2130.8220732127015,-1.1486472723731822e-05,78.68274864902149,912.5983283004144,50,2018-04-17
107,5487.796641273066,1233.6195802112604,16546.656807764266,5.365519074538061e-16,3.2941361837092615,3838.343932927534,2867.1180438187807,8917.12793954641,-4.3067167916888136e-07,596.7614853797145,973.9566873189164,50,2018-04-18
108,4581.724853261131,983.7819358997629,13636.593901407186,5.31118483581748e-16,2.5373272946821395,6831.436658440626,5.358038279605674e-07,13824.398830525246,-2.0255547654812743e-05,675.3956705077443,5218.20906653251,50,2018-04-19
109,3615.6271835024336,1043.0841209425348,12574.76821363029,4.2669669327905755e-16,4.701572737335976,5638.74338374223,5.967968637898223e-07,8011.891261697296,15.651202750780472,301.4184703288834,3417.2700126493683,50,2018-04-20
110,3906.306401953632,1315.3779183548297,16326.534123871032,4.862325977661216e-16,6.668815035521455,5837.5693016536525,5.837837124532861e-07,12152.467970200247,9.88153364079922,613.6548214554145,5049.998273825202,50,2018-04-21
111,2448.704393698097,786.067482076663,10585.798701644235,4.634032596531711e-16,4.566091155378417,167.3104392768266,5.604892759591315e-07,260.1558522060656,-1.5853531268248844e-05,17.175600442028372,62.24511268895071,50,2018-04-22
112,1469.754833698117,806.692483909104,8504.34534859321,5.304447713558322e-16,5.405011590583788,807.5406767975386,6.144902466089445e-07,1143.6367124216335,1.6561018810534732e-08,43.09428353719649,489.4448170494048,50,2018-04-23
113,2241.612774251174,1423.1583721520376,12188.71303166225,5.433885187667161e-16,12.293303284986505,134.9694291239249,5.883655156274578e-07,191.7737493894503,-1.19153482864931e-06,7.025999037447892,81.22116020883456,50,2018-04-24
114,4396.7690108629595,1383.7867897471128,15707.20273865762,4.608637605120102e-16,8.34553845249416,3642.161144948565,2720.5764911598226,8461.363354442326,220.0906503897948,570.7307359413165,931.3918691105822,50,2018-04-25
115,3980.476270512273,1541.5926251185638,15969.341357859466,4.886269664993537e-16,8.903670395100857,3709.1838689615906,2768.3617167202574,8700.7676295449,261.1314669525542,584.4050948961317,1011.2659104693562,50,2018-04-26
116,3732.1182021378545,1480.8764035826323,15316.710204434406,4.0517296980670245e-16,9.621305606085675,3772.065638182628,2653.67719211601,8439.946828291671,36.034572175268075,560.5153505862064,904.568082034948,50,2018-04-27
117,3176.965383144927,1584.47691796172,16759.22125801344,4.613714874809601e-16,12.801589698208197,6422.881928716093,6.775531430421847e-07,12938.918360866672,18.31977530113259,611.8192295214787,5430.643700757165,50,2018-04-28
118,3430.879316202779,929.3674763356227,13203.46724597065,4.31669593066386e-16,5.55043157317686,420.6711144418876,6.559026876476655e-07,629.226014283179,9.169946126803552e-07,37.2868224115706,156.06400758650952,50,2018-04-29
119,4622.508615960782,971.813539964567,14270.835305910328,5.418411098087344e-16,4.418830478096033,929.7925170022385,4.5673204740851944e-07,1321.1092620616137,-8.948261910290966e-08,48.363294765644206,560.3907939065807,50,2018-04-30
120,59.71323489389052,13598.471502107619,18311.158051797705,5.595383106854455e-16,71.9750734756035,12371.746108748588,1.759451728611272e-07,18106.825399108628,35.75089253473611,721.4199285348503,7433.2547398575,50,2018-05-01
121,1565.7511189797874,2871.042125247582,16316.347803485396,4.3017879718613575e-16,30.94583610888555,1270.64103717962,710.5010927249339,2816.0213402165996,5.36784847497529e-07,149.4801900640862,568.3355212518911,50,2018-05-02
122,3454.982911143074,1393.6186478958477,15089.084985130468,4.604797252473207e-16,7.440117291889645,223.52158489231815,175.21276273144304,523.4592721266152,12.245848682228461,36.82140951828494,57.95230968587271,50,2018-05-03
123,4107.948616683752,1457.2301516794048,15755.236907798375,5.046056398364455e-16,9.172997249266102,3646.4251451430728,2723.7615921865604,8471.271326985154,5.465143257972434,573.9589972355525,964.9388575174617,50,2018-05-04
124,1272.2092187530154,2615.1883061736817,12417.9406533367,4.72572037881335e-16,29.22218104979361,6536.7515936721,3.1641643677557874e-07,13829.212501473081,60.71804023573262,632.2294331328336,5573.8195598685015,50,2018-05-05
125,2234.976218385072,588.094686904877,8078.989810125373,4.860178385172209e-16,3.029121552094721,2311.953109246556,5.110613431398488e-07,3594.915973000332,-8.011163080254846e-07,221.69867533317773,879.4383574647775,50,2018-05-06
126,3968.335776764219,1226.5935104670173,15278.023672451065,4.126076018020957e-16,7.892751784215587,1215.7830825239298,5.197988136146468e-07,1809.8595533437756,0.6765318528394065,63.19897938328716,736.5311358222293,50,2018-05-07
127,56.255846081080634,12638.968121415486,16477.705667029153,5.156887714763834e-16,91.00615841392796,9342.9151564717,2.382249174879911e-07,13275.0123471893,261.8329011742588,490.5991865574956,5621.721840714751,50,2018-05-08
128,47.1269212033003,11220.143933519892,14563.878756572067,3.8374587533900994e-16,73.83041098746143,10335.629625648024,4.932598822521697e-07,14914.126210353266,80.0098517489526,569.2951315497476,6215.408916899121,50,2018-05-09
129,816.3928483651957,469.94577748268426,4279.460601876025,4.282970695118271e-16,3.750865864382286,5152.61046174187,5.674534810820167e-07,8042.991341454102,2.449058354159206e-08,346.44473509953986,3935.447564140479,50,2018-05-10
130,966.1961782114282,6716.330045372346,15548.659332762785,4.553400345401483e-16,55.345071600069,1274.715586387324,4.5045060571170576e-07,1811.1982555182478,-5.621299556759141e-05,70.28983321699245,757.4376626350256,50,2018-05-11
131,129.99449567832684,1110.6268117578202,6357.368305431576,3.9541427756866563e-16,16.21085887507616,6228.583684802911,6.194186245517627e-07,12724.102457501405,-1.236860265407813e-07,646.3021662856465,5259.4495005862855,50,2018-05-12
132,2894.508994320493,1492.804963134936,16506.936615415783,3.92992967062668e-16,11.28862553558903,2716.902611061787,2879.8609798595267,4799.939499149607,21.405356990542153,577.2837547867508,823.4892442960693,50,2018-05-13
133,876.3301374712016,1590.512942204159,9134.157579538107,3.862975189167299e-16,16.997973601329786,12509.27229311847,5.508226954617361e-07,17715.580922851448,3.3050514565502453e-07,613.8599952476554,7459.170108838238,50,2018-05-14
134,2545.7000841778704,1387.2056829917624,12614.707510812488,4.383596978263223e-16,10.703164895917304,121.88284980407582,6.138653992079908e-07,172.6122711749791,0.5111585552669036,6.191862581256861,72.15620540483644,50,2018-05-15
135,2566.807129894995,1571.8979218022848,13744.66541272367,4.7766474573703855e-16,15.71611505854407,290.78539873829743,216.62669011552552,672.6933818518121,2.192206555946541e-07,45.72914301136525,76.01039892866045,50,2018-05-16
136,236.80175261818982,8932.786848841437,16832.46351840508,3.399496309900299e-16,61.132545349477,912.9482659770675,5.13382363454647e-07,1506.8417425527234,-2.7718811735439886e-06,59.16535735045598,698.2610965299223,50,2018-05-17
137,2438.3982197655546,1528.3991088365535,13574.329787924029,4.238277921823067e-16,14.21654462792915,1379.6921659170753,6.328524383703492e-07,1960.3560148868723,9.152449462796865,69.46247549785545,832.9915071994745,50,2018-05-18
138,3440.307683797351,1787.1251726057217,15775.488046446202,4.889138515351581e-16,15.106046139889855,3710.4289636149074,2730.13341385576,8625.813225883929,1.3382772459635816e-07,576.515793807382,973.6296283315343,50,2018-05-19
139,4142.059652575992,1056.7882830668475,15014.711713236902,4.262153303413911e-16,6.412282717031153,1659.5809162964083,2206.8097943317543,3963.4909596639154,1.1563335546611596e-06,429.7610674791317,755.3496113546286,50,2018-05-20
140,75.0780169015398,12185.58933881346,18036.13920037462,4.099825700855933e-16,74.94678281327859,11618.612038943656,5.034779503003449e-07,17346.186388997332,0.140559168975307,704.28913622793,6979.776625944968,50,2018-05-21
141,3099.169298708557,1631.656927713352,15030.479707906685,5.959152772358638e-16,15.987873109357173,1371.296504554052,2.580627314326999e-07,1942.025279015686,0.999807765863444,65.3933130352484,814.1236091443773,50,2018-05-22
142,215.12803464422805,5864.597192317835,12529.642426812847,4.17180810228723e-16,43.356016034666915,2713.7392470352725,2007.083807531803,6240.490165456928,1.5425771550781065e-08,413.3612795713722,952.1410609485083,50,2018-05-23
143,2397.826779456191,1181.2670504765008,10730.960194282396,4.945627260367111e-16,8.374967470685718,300.5367778810881,3.895110180612069e-07,467.7880515095764,-2.5138750362430073e-07,18.19879757348416,226.98930463759942,50,2018-05-24
144,2506.4796799488877,1203.6646698065747,11789.634574577516,4.404435065797549e-16,7.401068187349924,104.97618151328643,4.220749430086751e-07,149.15693010920938,-6.173435638174851e-07,5.185758783429333,62.961494622731784,50,2018-05-25
145,3028.2838229440868,1349.3602392597825,14323.476965015416,4.228088933625539e-16,11.121508022295451,234.4226014577758,248.4830921093657,526.2944466923117,-2.726173278404076e-06,52.182536829562494,71.33090184029815,50,2018-05-26
146,3411.5131611552456,1211.1542173266043,14836.911980112916,4.334967338215755e-16,9.5754615981435,788.5350297084867,6.431969254349693e-07,1198.2472204957473,1.641609672276445e-06,75.22808715057506,289.64771307320734,50,2018-05-27
147,1888.1795116717717,1777.1774149967468,14726.773573201279,4.256687962042906e-16,25.396772625196903,12762.148146685402,6.420457400485759e-07,18133.28540035592,9.001563805099977e-07,721.0681228580615,7537.56471592563,50,2018-05-28
148,297.34542839518093,7288.811900588144,16023.765579110848,4.769890787335691e-16,56.97328956465033,1414.3989093541868,880.7593495951147,3286.4529296869696,80.56812595672208,185.32545003794462,631.1503157691905,50,2018-05-29
149,741.154652743691,669.3655662600684,4982.064050012955,3.0095691720469345e-16,4.8409058275190375,639.9381713895499,5.799395056257177e-07,906.2783695902276,5.761112319883572,32.585070658982296,380.45532609318286,50,2018-05-30
150,3863.8606767930914,1359.58860861755,15055.863673535043,4.429283083797358e-16,7.112927387878834,180.32177060347632,6.60137225755629e-07,280.66989297646455,0.31197330455385547,11.389802065073086,134.6027547792093,50,2018-05-31
151,1241.0127502380744,7483.259434360698,17309.987480134474,3.424440679240435e-16,70.51136349563885,8094.761733696341,5.061616786607758e-07,11683.69926209063,-5.625966063007581e-07,417.69116670665295,4785.334446305814,50,2018-06-01
152,22.616671275931395,27899.340847290925,19555.398169112577,4.136809909416916e-16,126.39552973954231,7308.510095044045,5.146341050609712e-07,14930.237622893867,190.42746996934537,783.2067115790943,6090.034105936039,50,2018-06-02
153,250.42136059029218,5544.281047636781,12193.48066034864,4.2212115559123807e-16,46.882637516260644,2906.4432105087117,4.0626584110900583e-07,4378.586729495789,86.22654524266558,283.42535284769576,1048.888545957972,50,2018-06-03
154,434.77491197411723,3478.885105824762,11122.65369163432,4.325182376773663e-16,33.71794858141635,3826.664112931791,3.9787776520331295e-07,8042.461104393533,186.59653190400215,420.37066158357845,1817.5210592333933,50,2018-06-04
155,3223.7150337233375,1872.6731662919806,17180.756592291917,5.492383255278797e-16,16.025424563555784,4010.0115060817907,2981.802958353258,9260.203341765744,-3.299266085122099e-05,628.3873671609001,975.6252545432611,50,2018-06-05
156,1210.5089641715708,664.4539126488379,6146.980995164461,4.249140522309359e-16,5.722725431507257,1462.4901960042075,1089.5048660297077,3383.2768271525315,-5.675085922689504e-07,230.01131415287304,369.6816609078014,50,2018-06-06
