day_of_year,heating,cooling,fans,heat_recovery,heat_rejection,interior_equipment,refrigeration,pumps,water_systems,time_of_shift,date
13,4694.1134149291165,515.9689453876036,11365.29727161463,6.564068130791079e-16,3.2465986130294073,6186.337206391696,1.9925972776491108e-07,623.7639064295546,1203.5506211020956,23.75,2018-01-14
14,239.16512715147203,1692.6093477847844,5243.417299862779,3.3632688241822343e-16,19.472404204369465,11672.036923220627,110.11948470076734,387.00941671772665,4962.285520162835,13.25,2018-01-15
15,1117.6429543019433,423.04035560137265,4473.8880684276255,3.473347146371102e-16,5.891982191474914,5775.262102613757,4.323160142352389,335.97835381395805,1037.7927607321847,22.25,2018-01-16
16,939.2877871348873,264.99741499690225,3165.7668084796032,3.023986819194866e-16,3.6574699570676508,4649.276171314948,-3.6101268588595306e-05,276.56862836247416,866.4352454187971,22.5,2018-01-17
17,4488.355433525973,811.1052755801239,12177.833071566834,7.758196161000504e-16,3.974551371314537,11213.947746716796,12.305694800112725,744.8886498677393,1964.268047363226,23.25,2018-01-18
18,4289.987919240809,708.093312113839,11246.094748285039,6.211452131227508e-16,4.00239584027981,13116.035153701152,11.787458580233212,677.9660564745558,2690.6084732926206,21.25,2018-01-19
19,2124.8915697489047,1090.0224240457567,10802.748726906553,6.158824752898699e-16,3.393056030004202,12296.431599661995,234.69431467135442,645.8421086611158,5338.614471483124,17.75,2018-01-20
20,4567.8522894168045,497.8686874830244,11360.376870121407,6.063372153900023e-16,3.0412922113426846,6344.4514160309955,1.7313241719545331,622.8025186619695,1198.5990291647092,23.5,2018-01-21
21,4644.439104132821,731.9118325677334,10957.393056115046,7.088229130165753e-16,2.387094156048727,10343.137052149503,1.8577877540337794e-07,633.1650321260878,1661.571621548646,23.75,2018-01-22
22,5207.5862396066095,786.6833489834846,11820.58316582665,6.934393754581034e-16,2.306555912090395,11188.097908688362,9.818935552630136e-08,664.7052256016218,1781.9473873031939,23.75,2018-01-23
23,4926.965290343886,663.6394252085087,11199.112188195737,6.847855561339177e-16,6.338972739624674,11487.114390085088,234.82432314086375,674.7832738957703,2101.5358443128034,22.5,2018-01-24
24,5422.485781457251,467.9232081404185,11660.611358945729,7.268885749296032e-16,1.241224506366175,10969.970446158659,245.6540536390401,657.5793475118013,1903.3415304762302,23.0,2018-01-25
25,5542.571050322815,683.6671215481254,11313.23384581227,7.870595143475432e-16,1.1847196423173105,10668.905120391979,4.5183427164374734e-07,633.3930994340998,1698.8771278752026,23.75,2018-01-26
26,4324.809500789094,528.9001507214455,10940.578514475825,5.565081586858659e-16,1.8637184720271986,7468.572995744938,-5.324423796082556e-09,640.1962518044274,1220.3602968059624,23.75,2018-01-27
27,147.80082343126128,6854.372032055674,11135.760438051488,4.967743988797207e-16,39.53203635833103,11178.660321092,241.28342672151214,732.8596858340647,2578.7474425711107,16.0,2018-01-28
28,285.5917092002264,1888.751095523257,6467.0950492847505,4.375483132388438e-16,23.923730846948715,10726.305333194097,137.7536702479039,415.9323578982831,4416.472137653922,16.0,2018-01-29
29,267.6755840504863,4563.6452008688175,10947.152950175436,5.96867359967893e-16,37.36176465556539,16165.922374484611,234.7606486320303,702.0431785361803,6248.170332065322,17.25,2018-01-30
30,1273.144170927795,1571.1331523920016,10456.450033443745,5.807661738502686e-16,14.111648833718435,13326.048896111755,156.98991109430884,662.1970968892364,3371.8065753399123,20.0,2018-01-31
31,80.55461394619438,6691.237376880337,11979.808687910587,6.711005853231698e-16,42.31373092320945,16196.102811846564,142.18731141497267,772.5745843025566,7044.504643592046,17.25,2018-02-01
32,70.67676468454596,9100.422782623937,11650.647898701229,5.013350026185994e-16,48.16872587816861,21454.970685894477,241.5254352548438,779.3398168602529,9221.232238327364,13.5,2018-02-02
33,34.20580841301156,11295.94515337174,11837.097613742268,4.632496881584398e-16,65.2259956897855,15373.337004597928,268.94575476592763,780.1648489687707,6120.916392890707,15.0,2018-02-03
34,153.20950042083075,6387.476196808109,10904.403464996278,4.308210115009126e-16,44.37199729467981,11539.629312957459,236.4423190745612,706.8666952708937,2863.354409573369,13.25,2018-02-04
35,2037.0270281248243,1388.2021000880081,11187.471715380392,5.061524353768051e-16,12.951506562483473,10817.691602346711,123.97285525728402,706.3815047048233,1755.411349405807,23.5,2018-02-05
36,28.29095819133084,12263.194820015644,11779.997185476128,4.48623080073336e-16,45.43140098628677,19881.214666328346,260.3075475240772,797.1919826023616,8359.585451103005,15.0,2018-02-06
37,2948.9431178656196,981.5360067486089,11175.710124277388,5.489431813598061e-16,4.53263465545524,10939.107334925498,16.7376753356862,702.6427603022767,1372.6100297315097,3.75,2018-02-07
38,31.391975294653854,10772.248100862398,11041.944184341211,5.1005344652089705e-16,54.914033293589185,16101.253102923205,230.74646609639777,736.7242829240952,7587.792463891968,15.5,2018-02-08
39,1890.5163227811577,1410.8616893366445,11112.35262122191,6.114156768087053e-16,14.058725881273565,10587.463163132297,1.3755576276253123e-08,698.1004574831817,1692.390877904429,23.75,2018-02-09
40,71.08866622654764,6821.706077959598,11682.885046572537,5.280949718281326e-16,23.416846049472973,13734.88587955792,249.15298572148046,748.5120157357399,5997.682317697816,17.0,2018-02-10
41,5358.822058519733,350.48819281407276,11219.707038256704,5.64101078710812e-16,0.10070419703748285,5815.908473443308,16.670589578622064,600.3001884197128,944.2565513958307,3.5,2018-02-11
42,1885.187595745667,848.1403741250314,8447.00201685877,5.126454757668978e-16,4.950629312054156,11070.37279591622,187.39503357346513,545.065667987687,2538.3050359108406,20.25,2018-02-12
43,3630.9851336981533,546.9352949007557,9520.619408338282,6.171732128075489e-16,1.1521713955014314,9744.229314944523,83.14235612870554,547.8308074152279,1617.3710434443012,23.0,2018-02-13
44,924.7408670833389,1066.720576674447,7082.489628268594,4.223014420708656e-16,7.262254754601022,11095.460707282387,154.01392385726876,474.24074778025494,3829.494302685246,18.0,2018-02-14
45,174.50507417258152,3555.8941984644985,7487.103842550479,3.185842460705716e-16,17.243286716297362,13607.938279672226,156.18999065993944,523.1367222967394,6650.768296974664,12.75,2018-02-15
46,5109.182578200848,392.85393122278356,8099.26791605933,4.298001559493636e-16,4.90440678658319e-10,8120.9843867717345,8.595773780607074,482.9457053505934,953.2838435227898,3.25,2018-02-16
47,98.31567903661175,7055.23949247558,11555.554408216689,5.259677415128201e-16,45.20105812578252,14828.847897976897,241.2182043978441,741.4668317149535,5933.079481557038,15.25,2018-02-17
48,1212.1845640221893,3499.415091948913,11457.529956401988,4.2879764802185783e-16,26.899955643331825,12119.638298359449,249.14784376862772,723.5941642999582,2990.101499763166,12.5,2018-02-18
49,6329.074451598623,477.6633172471206,11101.142473305921,5.88349195911293e-16,2.9840441703705633e-10,11033.433499890623,46.595583952850994,623.8719220449176,1845.194022131528,23.0,2018-02-19
50,4032.2192513559667,538.335839976452,8850.660622314843,5.843524592829644e-16,1.0806864502677307,8449.608273814529,3.484647368168226e-07,517.0202876647649,1343.4988689380416,23.75,2018-02-20
