day_of_year,heating,cooling,fans,heat_recovery,heat_rejection,interior_lighting,exterior_lighting,interior_equipment,refrigeration,pumps,water_systems,time_of_shed
43,25223.806300583274,4545.731185488199,67369.76121711201,0.0,5.848658118018972,18932.937334887945,13911.894834877865,43588.20074239988,1313.132287456708,2903.467084342003,4829.242455500988,2.0
44,3158.5075501757688,29492.66320636386,71377.65422665223,0.0,236.55002166008268,50211.65656489141,0.0,77805.4541871154,1377.236106072387,3268.985944781774,31506.020981134996,16.0
45,41553.85931789331,3020.644215172862,66338.01870153315,0.0,0.0,17773.946711556695,13650.668506400654,41472.00595457353,1288.473963961506,2597.611317548954,4842.322758346449,2.5
46,41972.8126305649,3203.916286834417,66194.90555961395,0.0,0.0,19935.85088283329,13599.69751547827,43954.80485858406,1283.6599661684402,2596.2036846495894,5296.746253578255,3.0
47,27993.567635741343,3308.2930893137545,65185.723234803416,0.0,3.472567106710493,12572.629447332754,13535.983776825295,29304.038153936195,1277.5185956534585,2548.7418937991083,4326.1519222855595,0.25
48,7344.280590603141,20363.644824496143,67345.15483397512,0.0,157.49661742762888,33352.220948525886,0.0,49361.21797132355,1332.2406254745806,2953.7766995601546,12179.51702236587,12.0
49,32101.71974225732,9206.94012391883,68349.37947906637,0.0,15.967675292262316,45795.76109095235,0.0,72821.13923651677,1330.2359990967734,2630.4730772691587,25435.380528471054,8.0
50,42914.71947414114,3050.8327756749604,65825.61371900808,0.0,0.0,18061.63681359771,13475.455725104961,42052.78981703499,1271.914151297592,2575.3522081692336,4918.031686347607,1.0
51,42636.988067868275,3217.35962070076,67488.40969566717,0.0,0.0,18601.26511499825,13825.881287696342,43026.79716178318,1305.0068434862033,2639.0716797466166,4947.56034857026,1.5
52,33427.16917208786,3628.575009115882,65574.44744850311,0.0,2.69197907290547,17331.827877961612,13644.672588848627,41415.38274789984,1278.9240420505619,2568.9422691619275,5896.799912966283,0.0
53,40402.18442186998,3159.6823725322906,66025.2834121224,0.0,0.0,18205.966813416508,13564.654959219133,42549.97982971455,1280.3379488517633,2582.3070737845,5084.7521167939185,0.75
54,52833.63966116988,2119.11168393166,66210.2009010487,0.0,0.0,12836.690335705995,13602.883202410918,29216.68833410184,1283.7943980326643,2488.279967278542,4281.289036626971,0.5
55,60157.829739685374,1356.3838417554455,68857.35734401247,0.0,0.0,14471.679115323173,14026.579564453228,25770.564103349705,1323.840736845126,2262.120772787549,4168.248117190264,4.0
56,28030.226274440553,3890.3235843393227,68058.31551553088,0.0,12.920793770288123,20015.756545144206,13975.608573530844,44703.63820763896,1319.115236978038,2808.602760918363,5117.522685330786,2.75
57,41010.37980292797,3490.6041933943443,68942.37451620954,0.0,0.0,22111.651729109668,14020.20819058793,47210.319120290515,1323.3499785520164,2679.27467566843,6152.598233501728,3.75
58,25725.841552799164,4748.656432643274,68137.62287768157,0.0,39.63189342907415,19783.41607678523,14206.748346341405,46149.83487756681,1304.6034840426883,2909.7242291209427,7683.556743916044,22.75
59,4268.067719443014,15304.059977068842,70280.97498064952,0.0,159.891062664572,48474.46553485513,0.0,76451.85711258887,1349.6900050019892,2931.187663489758,37723.94225228836,14.25
60,35175.750258227185,3370.755155903362,65350.77549566247,0.0,3.941231171911643,19524.714819363042,13328.914126203108,43062.86662256956,1258.1045709070372,2553.2382276693234,5140.706525575693,3.0
61,42061.71758311719,2072.2868647403225,66626.26325518046,0.0,2.3192768626064235,14186.636031131855,13520.055342162048,31915.617485005252,1276.0920864510877,2441.370465969418,4530.05462177866,4.25
62,56004.88648368292,1209.453162135594,65668.18339316924,0.0,0.0,13533.14232425417,13325.728439270462,24030.55585065252,1257.6987089535398,2142.362912939183,3868.9498561951254,3.75
63,51217.5169197849,2518.164751536817,64998.95097804772,0.0,0.0,20847.79258661217,13204.672335829804,44491.39631977354,1246.330445384176,2303.1844830150885,5772.2003100434995,3.75
64,1156.6614937138443,39060.13620244154,71989.58810596925,0.0,245.74056958559126,65567.11031472916,0.0,93671.2643281855,1359.886026166543,3278.3747517132147,39966.98409362372,12.75
65,21396.556069264643,5188.548608510603,66083.77620505341,0.0,25.759879349852508,19975.962357379834,13631.554384804762,44051.970727704596,1286.6706609183675,2866.9122631797,5275.644410633769,3.0
66,17195.433091962277,5660.641247398064,65537.84165739243,0.0,39.88953878458462,18053.360505058605,13555.097898421187,41948.35280250646,1279.4564693135528,2846.6786826495013,5266.369288220705,3.0
67,1558.0575116815146,31695.52172239791,70624.5718973326,0.0,255.10095891620577,64828.992253374396,0.0,93231.38144284791,1342.4342531673256,3186.9682475177015,39290.88467659315,12.5
68,27160.967301026136,2725.9551428422237,67078.38381350825,0.0,17.1428891228335,13776.172089384829,13993.92542803945,36060.284574225996,1307.4171804556152,2713.525125961805,7231.377732809931,22.0
69,1581.3126466450506,34299.25103387684,68569.53548792675,0.0,288.2615014373227,25952.667829456448,0.0,47657.343590979995,1363.9822601399562,3139.7554031752134,11174.09986303811,18.0
70,1319.637376021536,39509.06525969507,70386.39392676164,0.0,280.81833493443685,62392.971852239476,0.0,92773.45825978163,1331.1712475818172,3212.824544356824,38614.61920603821,11.0
71,2720.775947078475,27414.535903195276,71251.30671398288,0.0,245.78058930116845,50310.169572710925,0.0,77979.34860504232,1382.4343624857797,3188.818349153762,31468.577942717773,16.0
72,10608.646299260909,11734.500280239668,68720.76189488068,0.0,114.77863343851443,61428.433015269264,0.0,91341.27834552737,1308.8926727063815,2874.578902232875,37983.81029495995,11.0
73,39875.74886159363,4046.253550627446,68187.67067100666,0.0,1.294675831483116,29315.984869337957,6764.494603259126,59257.98377540178,1348.9363277914074,2576.6929410480802,18681.21149969565,7.0
74,3087.913159394825,27673.207305887267,71015.3969751179,0.0,193.78860017563136,59997.804651894076,0.0,86838.76020144102,1349.7615766174745,3163.191576444886,36743.29640869437,14.25
75,31802.212318406535,1981.8294868305247,65802.05731339754,0.0,3.3631623025726056,12357.424361108368,13862.95747831517,33866.47307452061,1272.7563740578048,2408.861450162098,6447.303764501655,22.5
76,44712.85840015184,1482.1593141495111,65650.06483928925,0.0,0.0,13668.66686864962,13456.341603509072,24272.388544808484,1270.0580436472476,2262.9698269593005,3994.942949477015,3.75
77,6569.750764328931,20570.414176189206,69691.07178319883,0.0,160.18242140991998,62129.347808439015,0.0,92377.45621292268,1322.2568364332747,3072.98919913399,38326.2562256808,11.0
78,9701.601207670921,12373.610938563945,71720.87028943523,0.0,177.65631464335252,50745.65521916801,0.0,78644.546257274,1394.3927374792236,3030.680536682611,31796.848346507923,16.0
79,18597.657597653833,6588.339385900905,65759.32512139708,0.0,100.11356742373995,20532.969304408918,13379.885117125496,44358.216872723446,1262.9198978816132,2835.464088880812,5557.792565012369,3.5
80,5610.982502523946,16762.60168163496,70767.05705060979,0.0,176.82343132904342,50487.35473340264,0.0,82706.62666427591,1358.3160414182796,2976.028244555071,39206.32516088753,11.0
81,5327.377880705386,24568.210979066465,73940.54899379729,0.0,177.57516842319143,65851.77641996529,0.0,97920.09125412432,1401.7783740744756,3284.3957575501436,40641.594794551485,11.0
82,5315.040802369672,17538.29199353739,69335.12650463509,0.0,108.88572129423196,32094.95792034895,0.0,64335.29032219097,1332.7913263870228,2948.452898423044,27237.597970873703,13.25
83,43232.64172294764,1546.6894752367205,64786.005950134946,0.0,0.0,13051.18549489246,13332.099813135761,23048.55577333109,1258.3418131410967,2408.6339249774287,3781.0444982509594,3.0
84,963.3754577361585,36396.45073451824,67644.04457559288,0.0,232.26601209427804,60027.760177181735,0.0,85283.32762201551,1279.6966212483935,3060.50498866983,36458.81387924147,13.5
85,1107.5331058746078,40904.460313070194,71214.98738863788,0.0,267.61260323715294,62950.11884723114,0.0,93601.98160471907,1340.518274384631,3289.5981991465314,38795.44995624133,11.0
86,19426.33257942796,5200.994765275951,64257.65188213623,0.0,26.458459212039738,19099.507281403676,13335.28550006841,42654.665170197295,1258.7091736491711,2776.5724278358007,4825.936695373068,2.75
87,287.54506230329406,52495.81595498296,70688.6677426009,0.0,421.1859987711297,49675.3227994966,0.0,81376.09500867895,1336.8999250308264,3233.9240987083085,38497.96625088602,11.0
88,128.75602333135942,77252.8456668883,71054.48498812196,0.0,502.0943427161161,63945.644434034475,0.0,90933.65083538702,1465.3826687311005,3374.892855184935,38665.48570918977,13.0
89,1521.5050435033043,28038.964607278016,69546.32454536598,0.0,259.28939599882307,32945.71032474102,0.0,60646.04765115998,1324.111965205073,3036.729005682531,26629.486138778026,11.5
90,2210.1758488929813,32009.454708064346,69319.45509452048,0.0,252.68771048327667,33145.66514093178,0.0,49052.5924634195,1327.5779294352797,3094.3748548876947,11969.130086888623,12.25
91,341.0489063146253,50298.64322084815,69741.11446995634,0.0,270.3165944450825,63354.81125295297,0.0,91130.70718409326,1311.9697081758293,3218.3708080699867,38244.89443548084,12.5
92,632.9226890386723,45017.97013652053,67890.44603060297,0.0,253.32374731255993,61651.34046360857,0.0,89322.23753337473,1276.03327999047,3137.3850937366683,37180.106106787935,12.25
93,662.9960409374755,40593.646177289724,68707.36169074182,0.0,247.31150273276444,62930.53485808316,0.0,93807.53489418112,1299.20825806923,3150.9312713595073,39238.68644549172,12.0
94,1670.6595894794907,22901.031574962868,67409.70173574482,0.0,221.73240203284217,49480.87317070446,0.0,81546.02090350867,1289.426244583557,2905.441330556779,39312.09582089197,12.0
95,3447.7939521829053,27518.349281378138,67288.69037535638,0.0,398.16003230525024,62222.20952386093,0.0,92721.1601246574,1285.3061388416927,2865.7299552673458,39249.44260226896,12.0
