day_of_year,heating,cooling,fans,heat_recovery,heat_rejection,interior_equipment,refrigeration,pumps,water_systems,time_of_shift,date
32,50.52597451991594,12891.552605931663,14436.713577572576,5.291964110917184e-16,66.06609225859056,19014.183237966314,301.624997701196,759.3834352730074,7965.801688816945,15.0,2018-02-02
33,43.978830069318235,14523.358715206661,15219.127182660937,4.632496881584398e-16,83.86198693282196,15342.559596033952,349.62948154917,778.6029400700444,6108.66232604467,15.0,2018-02-03
34,135.43220881434624,10235.966342384729,13941.449308125892,4.54313544804093e-16,60.775538929728896,11139.547684580706,304.2931283242631,720.9744915411286,2529.2495283804496,15.25,2018-02-04
35,37.90915902379983,15472.320152871303,14773.849621021898,5.04263448614147e-16,99.80902030695175,20192.88936510471,332.2360277934298,778.7185643510763,8752.640183698499,14.25,2018-02-05
36,33.8899549167319,14690.143348200054,14111.318439258637,4.48623080073336e-16,54.422506036651036,18449.605772062278,315.2884427266048,739.787647643293,7757.627319115334,15.0,2018-02-06
37,3630.609819880002,1186.8203934740106,14122.635500694289,6.155176846975573e-16,3.1291887616238903,10190.190558902179,29.423026205032407,686.5930472422996,1129.3948955662108,2.0,2018-02-07
38,1376.3163394029552,1489.687416598917,11550.784622999096,5.112555167022983e-16,21.72627465447966,8142.186556222044,7.757984763490486,578.536072078809,946.0084763175777,2.0,2018-02-08
39,2430.6639617262463,1813.9649999169108,14287.311151999891,6.114156768087053e-16,18.07550400282648,10587.462699230424,1.2401598894484777e-08,698.1004469737832,1692.390659922995,23.75,2018-02-09
40,114.95732805099121,6490.274896020203,14404.092962572511,5.387972741550307e-16,23.223253094655835,12805.150877671851,312.5797920084766,706.2047819179447,5581.625874007732,17.5,2018-02-10
41,6442.612921784519,455.2037123848041,13980.138394708776,5.690403565950532e-16,1.7734662187377634,6234.528148311802,21.540604741826932,633.3521121669817,1223.80726647659,23.25,2018-02-11
42,2775.595474074275,718.1757119971987,9484.670873783214,5.660303313014784e-16,3.568776141201348,8716.74017204196,214.26054473967423,465.2429933247763,1753.2104132347197,21.5,2018-02-12
43,4594.1890235769115,692.0231011650696,12046.186848500622,6.171732128075489e-16,1.4578100523493391,9378.946000807653,108.08505816312412,527.2947282048924,1556.7418753049867,23.0,2018-02-13
44,2339.221104728371,865.0240258927652,9473.628461879198,5.01250744475379e-16,5.747679789082566,9467.360494884655,212.12194680073935,466.78910743081207,2173.7519249581105,20.25,2018-02-14
45,108.8686846677737,5867.401491017304,9903.934836063925,3.6112734208477867e-16,27.74319212296281,11894.121592847754,208.138973283889,519.8123289916563,5642.433024533453,15.0,2018-02-15
46,5516.218588296425,617.0283618289214,10794.642806392514,5.421349513876644e-16,5.67507168420325e-10,7985.257581133773,32.77516158235986,477.7062676805973,991.935914938744,0.75,2018-02-16
47,355.41166057919685,6761.708646296551,14238.893297648498,5.493668693821451e-16,59.137803776063755,13141.443437536946,306.9165883053176,703.4035254694435,5684.221266389409,16.75,2018-02-17
48,1836.0763324947286,4408.754076658777,13639.926047549687,4.619747572781835e-16,26.155135029572207,11046.524299501987,300.97342841085833,694.9350071776404,2468.574294315606,15.25,2018-02-18
49,8206.117337591604,542.5293746957343,13862.400726632459,6.728267109040404e-16,3.2770958866424216e-10,9863.706171940614,-1.3339355336654534e-05,575.2794639723102,1078.5098089223713,2.0,2018-02-19
50,4840.194548201945,646.2071098138146,10624.154242682589,5.843524592829644e-16,1.2972339829725505,7848.96863774547,2.2110386748863675e-07,480.2681970571572,1247.9971325323518,23.75,2018-02-20
51,793.8351328129742,6483.770070767948,15299.935873689321,6.726561360642914e-16,24.729595197311014,19046.187024652867,325.42778585895286,784.2116987319988,7845.963344910006,16.0,2018-02-21
52,1682.7399260123566,3332.5538137216035,14829.615953267765,6.398838522858675e-16,21.32444071787916,16612.09305953342,319.9071113974147,711.7955476314546,7690.275043436011,16.0,2018-02-22
53,1014.3561798300879,6046.178827315634,15443.053052960462,5.907796473835262e-16,25.189436548797765,19195.420427175515,328.9562918988915,787.7419016822154,7928.0062085136615,16.0,2018-02-23
54,1506.5254486063236,3323.9262637428055,14183.171265534007,4.716737945427224e-16,24.297593099087024,14697.194878354587,303.0891164898655,671.8467590130181,6252.038428063892,14.0,2018-02-24
55,10208.204164895566,328.43084505131634,14460.67865244325,5.760193895228092e-16,3.287085773099824e-10,5522.05665511422,2.6158671311275463,598.6476884433448,987.8263646697186,1.75,2018-02-25
56,3402.493866399413,2166.084671012784,15373.44404504456,6.667264096978585e-16,10.5251235161775,17288.996805853305,17.218143947495662,720.9354340298872,6080.619392821742,17.75,2018-02-26
57,2974.944211853413,1227.00643959059,11870.911179136569,5.864198694561317e-16,3.0528114554790386,12067.723457039452,264.14360203410433,563.5994826304318,3412.54589284567,19.5,2018-02-27
58,8625.739098430076,749.0124574881628,14438.33702367808,7.630484792906e-16,4.677439693523169e-10,10498.965131219416,24.21976694249898,632.2915935282278,1303.9583590305756,0.75,2018-02-28
59,4284.329074640947,679.903128827921,10547.399741727028,5.655073277516427e-16,3.8394464567307063,7395.053109971894,7.103894832978908,518.6970633345812,853.3532028333909,2.25,2018-03-01
60,2863.5499699333222,967.366151996608,10127.982458855236,5.127718007235303e-16,6.0564025362443505,12031.408193797162,74.3895007350115,445.66361941589565,4635.5698935204955,17.0,2018-03-02
61,4742.9702254628555,453.5560159746106,12331.956954161558,5.6654655084298735e-16,0.8827769172434722,10233.60306506302,271.44858253150124,531.5743287323309,3870.265740823848,19.0,2018-03-03
62,1580.0100065108857,4279.520799216937,13266.819429243511,4.313036011333117e-16,24.848712074881472,10785.73357628222,292.0771700701719,669.9303364383151,2412.196352601958,15.0,2018-03-04
63,9271.706826607975,515.2027953313747,13842.450663191308,5.851547433095785e-16,5.745035430686635e-10,9853.815328965393,19.935361605223292,575.351695403895,1116.1912180812933,2.0,2018-03-05
64,3804.753039386944,536.0339819253302,8928.758394791103,4.724967022562437e-16,0.5901537707469237,6628.39078788158,19.52257701468083,404.5214881799653,761.6676403176986,1.5,2018-03-06
65,3357.5873256948225,957.8288362584764,11384.529994433688,6.463104927619182e-16,3.5745936536692247,8419.353746697652,40.37584379699851,556.3611350011653,1017.2751211942984,0.75,2018-03-07
66,56.1997239629058,8741.262785812654,12266.637748262214,4.554705326115667e-16,57.462223747223995,14120.463546118162,259.1514471521056,626.0228142243622,6723.3485101850465,15.25,2018-03-08
67,4719.300805720872,969.9350951606658,13433.266158650815,5.425561621885203e-16,4.343139149809695,9731.680438733527,7.0287320097938135,646.0862722289733,1113.9321725836865,2.25,2018-03-09
68,2554.5868630744762,258.68548928868483,6293.344428198894,4.227287840247136e-16,1.6036442345739994,4192.480657099885,-1.059529786289204e-06,319.46453930336247,844.2642183766864,22.5,2018-03-10
69,355.6022220410885,6568.075254585855,13358.068347952054,5.536497836804206e-16,56.865743864254206,10186.267177109326,296.1631780874029,677.7451874443371,2468.7627223772756,18.75,2018-03-11
70,1038.8046462646441,2356.344576898665,14729.647474159967,6.741078415040031e-16,47.66107044936616,11918.022812573388,316.82166709585334,710.4144283265031,2101.732080481349,22.5,2018-03-12
71,1981.4031872927271,1618.7075101388732,12976.667192066077,6.170370160919529e-16,16.992936615630786,12301.62951958524,252.92224648859877,620.5961417040222,2743.2620660363814,20.5,2018-03-13
72,2351.9120781936545,2461.6892894958837,14854.006012433983,6.005465958262487e-16,23.55373458742728,22115.53171981037,314.2231707032783,693.1745416860172,9172.094168629854,11.5,2018-03-14
73,1181.3835842098547,3295.7711151653975,15640.769292677764,5.365586540790798e-16,36.9209319454264,17558.03639518343,338.35579527548197,740.2624886674621,8099.220612939534,16.0,2018-03-15
74,640.1686474266395,6015.831838449446,15153.456357463172,6.211912671917487e-16,40.91387389814952,20580.218149014858,320.068801874063,754.5931052421024,8702.950364326323,14.75,2018-03-16
75,5807.922886870121,433.9251931852502,13316.875876109229,6.44580281390876e-16,0.975072715402576,8374.288253979206,81.57750253440013,544.2678161587912,1784.327097042575,22.0,2018-03-17
76,6452.438466903681,528.1445505412519,14495.322899350369,6.163373827847776e-16,1.7440458410428052,6145.177008392906,3.833009998288617e-08,613.3804542453947,1221.9671052250778,23.75,2018-03-18
77,363.30475162853867,6305.942305608912,15171.69297015131,4.695094015766341e-16,50.19254426274546,21286.9065552328,320.4257698139927,765.4694738480763,9251.41405447822,14.0,2018-03-19
78,1038.90335617861,1318.4258021818684,7811.338223322884,4.164773970802511e-16,16.83542650189885,9748.705467461416,169.56773253601108,392.23330471187546,3787.9841127707505,17.0,2018-03-20
79,743.7595435641654,1747.268331168722,10358.237874175176,6.085748764136925e-16,22.6215386717904,9378.61020398193,234.60898481156374,507.39536106218833,1849.5515577775473,21.5,2018-03-21
80,1365.2537246673621,4151.518692142228,14407.380233315458,5.34810789773672e-16,25.66260586610683,14828.992876163595,314.4346374382868,697.0625762804891,5623.063349702004,17.75,2018-03-22
81,249.89484433083084,7016.920826549516,14497.367303351204,4.1982622680287356e-16,46.16048952283086,19654.10332849046,305.3680403839336,739.4663961968953,8194.142251589634,14.75,2018-03-23
82,1441.8130052805686,3287.047422567835,15228.334002082218,4.125761174529334e-16,19.40474026734295,15753.168574631687,326.5352070098762,719.7521275497023,6271.820852533082,14.75,2018-03-24
83,8693.937688240208,339.2578141459922,13751.007397495205,4.790098500482143e-16,3.4809741391578116e-10,5369.921028652786,-2.5565839897183195e-05,570.6747083325535,889.8909623656496,3.0,2018-03-25
84,6502.844479479852,640.7236336317214,13534.361623095405,4.693740409222125e-16,0.7953259375977089,9909.085255808148,14.12100151437119,561.9231922292701,1144.803292635679,3.0,2018-03-26
85,44.97936192527453,11961.720577868766,14815.096076806001,4.509568806217339e-16,51.830495848714655,20822.82763681648,309.44868284209076,779.3354027228783,8922.343913469003,13.75,2018-03-27
86,4443.598662272024,1150.1491386978755,14456.203800757372,4.92684681423501e-16,5.872079615192582,10658.853320834383,27.52863252880746,696.7032898986037,1236.9698039303014,3.0,2018-03-28
87,1743.1581487547692,1685.877002590075,13440.751074454762,5.155707083145839e-16,17.17549088825198,9296.645529140847,18.988974663684544,658.8189555618288,1082.155388202656,1.75,2018-03-29
88,26.86901659498521,17071.044902228565,14647.531931378557,4.0177078293111744e-16,115.03490755272283,20607.047077953845,341.10359157904514,778.7751521576414,8846.296737189828,13.75,2018-03-30
89,104.92825914554598,8613.153678229242,14800.272409978652,4.812719970476692e-16,53.54620510778252,14298.77662654097,316.09948609837573,749.8224858339837,5812.140877287788,16.0,2018-03-31
90,173.40318207419762,8562.316659074384,13685.51758052605,4.206255741233913e-16,51.910135321634534,10709.315082235096,292.7266673762684,703.6191581792862,2409.990365964871,15.5,2018-04-01
91,59.965336147400976,10789.578622233876,14515.643242338865,3.7155975965972496e-16,57.44689979733758,20872.86813345723,303.56756545464856,746.1451892100251,8877.64383599513,13.25,2018-04-02
92,69.30702714799443,10531.135252494283,14209.403698466504,4.195368307052762e-16,53.77358855705443,19561.861281411922,298.2106116845614,737.6703640928271,8322.720087837535,14.25,2018-04-03
93,141.7032183503259,6679.02483544338,13821.892521559197,4.61164417835874e-16,54.98648337898637,16293.013642963972,296.17288693978077,724.9930098680666,6896.940184075969,16.5,2018-04-04
94,2398.227887890813,1325.5826532068427,12220.711836111575,4.783350345896806e-16,11.77097805283517,8862.034812918633,218.73084041953442,588.7102729031759,1264.1912768493453,23.25,2018-04-05
95,771.4565118628578,3491.2806490511934,13036.312844298793,5.836978137130273e-16,73.40422342872745,14008.582510479637,216.78146878124116,622.0887722510624,5085.045014496695,18.25,2018-04-06
96,87.86046654533136,8466.496755320477,13364.355407957675,4.2167061314047197e-16,58.15503777754903,13379.450904562507,286.47381435452223,678.5616920243982,6384.392492586192,16.5,2018-04-07
97,155.47918246659208,9138.949798947706,14990.484078512061,3.779987239785241e-16,52.065926389849075,19230.931162025972,321.58401593457876,754.8960888001363,8584.554641271097,12.75,2018-04-08
98,24.240448012671354,13452.634852767127,14027.99060264092,4.0003460531268836e-16,86.74749566082427,19934.140469630012,293.2708599681969,734.9538685264064,8221.73640492732,14.5,2018-04-09
99,30.569555594498695,9163.928544486085,13258.526539614952,4.3079561280236715e-16,73.61563552643767,19690.874689747223,279.6597811653267,673.4966614116756,8005.516854914873,13.75,2018-04-10
100,86.9275176858991,7989.63557462142,14174.577223404225,4.480092751891799e-16,51.07173193968867,21025.662104208342,298.73862461976853,718.9323386967419,8488.81672619009,13.75,2018-04-11
101,204.5308812876654,6478.693123469775,14264.026004575691,4.558956871617496e-16,48.1249569736362,15227.840869110381,305.00311752216487,731.653154547704,6997.4324895067375,16.25,2018-04-12
102,60.392480685977596,9915.139708813958,13876.869478957737,3.8322601181630036e-16,47.28225490550648,18727.998854144473,290.9116413667407,736.0709457405595,7695.297304984181,14.75,2018-04-13
103,37.48579299106537,11452.794388123213,14458.409178884605,3.873290199518536e-16,76.16078499811937,14833.935837253399,329.77047464729776,735.140319135974,6265.774262294467,13.75,2018-04-14
104,2717.1848311353765,958.1568307084339,12292.727526007295,5.42821541630594e-16,4.803968938928273,4809.900490364338,3.6834397349852757,574.7314122301864,854.5272614275888,1.25,2018-04-15
105,793.9083133258054,3758.1339882146835,12944.260333263732,4.171714907686012e-16,29.92393899325995,18325.070544932394,274.03622661139434,635.0531892066708,7842.816826596966,14.0,2018-04-16
106,186.8965810111246,7234.252462508951,13946.369133232542,4.018507480217544e-16,49.49077157067526,19722.346393412965,293.6956252546409,716.7654743226409,8339.527883180588,13.75,2018-04-17
107,5017.9895871420495,904.9576673780127,13254.12753254213,4.792413608300839e-16,2.1303877089853707,9829.053355883569,12.764435584010132,635.3783900326043,1130.69573740631,3.25,2018-04-18
108,155.85264648692927,7191.036536945326,13604.405264460422,4.332236831626804e-16,46.36827925139875,13869.381521645768,295.26482223078045,677.5932951646862,5235.188263052403,17.75,2018-04-19
109,43.73848159701632,12575.198334255983,14671.500054576001,3.875975610291617e-16,89.82911036408196,21319.585337072487,307.20384984579164,764.2769354747822,9080.670355275077,13.0,2018-04-20
110,41.34209073902091,9911.10571791272,13829.555347051877,3.9460953425926484e-16,67.69087202461807,14166.019786531911,293.24770722869766,702.6727188406335,5975.218331139233,13.75,2018-04-21
111,82.39313617095387,12553.054545477342,13140.201606868355,3.7710571302869005e-16,84.60834819835905,10690.144813462564,323.6628494105242,705.7611731947874,2557.7426194959266,14.0,2018-04-22
112,20.291253857726684,15726.13576010609,15217.7985087193,4.105035377918126e-16,95.86265553198041,22286.829632898352,329.64211605342206,803.3352323882932,9270.629256272307,12.75,2018-04-23
113,83.91096658301126,9336.863691150622,14708.96584478677,4.2091335421846146e-16,53.871049908630816,20822.827874399714,309.6002556959013,751.1699369937187,8864.094369020217,13.75,2018-04-24
114,81.7094730196117,9084.786129063466,14321.220103395219,3.6595583313939326e-16,49.989978738158705,20261.7946056505,301.279193266372,738.6324553464639,8604.681298983798,13.75,2018-04-25
115,2985.3572281317847,1156.1944798789584,11977.006121198356,4.886269664993537e-16,6.677753798891742,8700.767594970726,261.1314625898125,584.4051140873322,1011.2658595933573,1.0,2018-04-26
116,41.64616722761196,11920.993906190495,15445.072275466191,4.1223170504867453e-16,60.15078915951585,21793.837865982856,324.1875289025064,807.0005349538555,9187.580908471964,13.75,2018-04-27
117,180.31384562344238,6238.399015016171,15091.358854779475,3.701470794263569e-16,52.43067572614173,15579.51565660779,322.18317499123094,736.6803014823436,6538.939223950972,13.75,2018-04-28
118,863.9343423628229,3664.4374486484285,14472.350667120336,3.5789340790567287e-16,43.069385268298745,11877.881122005527,320.1883791949022,674.9930969124339,2865.253764807183,12.25,2018-04-29
119,4504.913602806349,937.4067906507192,13139.306269970517,4.933652761307572e-16,4.455819965103526,9726.773582668378,10.824735929552201,608.0343806427632,1134.856660953538,3.25,2018-04-30
120,44.784926629894535,10198.853868517075,13733.368669975232,5.595383106854455e-16,53.98130531968472,18106.826271668764,58.98255554746638,721.4199283729934,7433.254933780414,15.25,2018-05-01
121,55.009069483298674,9294.629366166642,13527.058678737038,4.103348463104048e-16,52.48918331739058,16770.34475693274,287.42270998653345,708.6145342922928,6732.223248166438,16.0,2018-05-02
122,2663.0908145277926,1041.9915043228802,11454.52952043427,4.45427429265458e-16,5.523109939873527,7947.063346228918,80.58273710781543,559.0172234017288,879.8281640558827,2.25,2018-05-03
123,3802.274023308645,1072.1804925283705,12787.269948178857,4.572765814558703e-16,6.3427401922046105,9382.222673300908,33.92216784490123,622.4599377987237,1039.219454950023,3.0,2018-05-04
124,391.840465029114,4244.721833805102,13403.682982659413,4.668993865110801e-16,46.1755124796505,13937.990575739404,288.2624243038834,637.2020024068943,5617.6588933045505,14.5,2018-05-05
125,193.42733630006686,5993.676342571017,13096.733063205565,3.5618745630914484e-16,48.64494290019876,10808.397054719822,288.4848233527755,666.5545494434159,2644.100872277037,14.0,2018-05-06
126,87.55886841808197,9294.261119184877,13831.981077055003,3.4686633376256253e-16,52.89921178941293,20010.738939414627,289.97220900071284,703.7051485694914,8177.7302594919865,11.0,2018-05-07
127,45.56198513721325,9908.772003321896,13585.387188630624,4.780297719760377e-16,62.856249957980715,19070.858402480564,285.53260192865406,704.7934114791307,8076.149774009313,14.0,2018-05-08
128,1644.248691559841,1655.2684441139738,12089.005093822094,4.3516044759566257e-16,21.665300696466122,8765.54228605277,43.0110062836006,597.1372555483629,952.6820778652017,2.0,2018-05-09
129,29.903344749188925,9498.38238967746,12875.165525682558,3.567487582019017e-16,47.36301152825181,16218.714322157424,271.2860795819515,667.8321285167186,7844.942296658462,13.25,2018-05-10
130,243.89350483324955,7435.514860312422,13685.098953331712,4.212620259540821e-16,53.15221372626264,19163.191317858655,-2.6772108264481175e-05,688.7175553413116,7620.578449040707,10.25,2018-05-11
131,24.121271061007995,12111.577604044067,13889.486029383019,3.681972781187361e-16,66.08957941436263,14215.574769448298,317.14959283734777,722.059193967676,5875.942526571477,14.0,2018-05-12
132,2191.7564793402908,1130.3695428699023,12499.24772893498,3.92992967062668e-16,8.547877720665538,4847.728822259722,21.40535732217665,583.0310501204858,831.6877043395899,1.75,2018-05-13
133,3092.303000272843,1158.1251353132648,12849.369260614587,4.214534940709201e-16,7.442280436539661,9532.443132274215,11.54643529372684,599.7669355269137,1090.3263296070606,3.25,2018-05-14
134,99.27493708733886,7506.170559707231,13537.83509747984,3.5809121051695647e-16,46.42771758299175,19637.258077896604,285.4334147388244,683.7829472496512,8175.199349266325,13.25,2018-05-15
135,35.37364197783689,10801.926113575775,13955.389665148283,4.1092260191460664e-16,54.964893612430735,19903.74617815613,292.76675454598086,728.4524641146528,8285.476379119786,13.5,2018-05-16
136,2719.3369693707773,1594.7868103950807,13673.82764327904,3.5170520328329187e-16,11.183678947528263,12554.840913432858,308.25445875290785,652.9530835419444,3566.058209575419,6.75,2018-05-17
137,202.86282583395624,6632.539382565221,13868.453111696783,3.637603409131257e-16,48.3200834525336,19475.713122656605,293.42025891175246,690.0946035294263,8275.589971860774,14.0,2018-05-18
138,343.7964232889901,4869.884736586408,13915.303403486578,3.6519859967770063e-16,47.33722956332275,14082.272724386452,296.6083965022453,667.7864188358318,6009.571833273503,12.75,2018-05-19
139,3698.9622249623208,882.0322241397827,13118.771699740731,3.8537037354863267e-16,5.044249024114132,5598.285633587379,-5.747914656751618e-06,607.0217877541037,1066.9033084589253,23.75,2018-05-20
140,52.82484619221489,9113.361113822011,13769.164050837882,4.0453225487375654e-16,54.37319369415857,19484.9883745073,289.9825219196429,706.3338505164191,8168.853372382658,13.75,2018-05-21
141,672.2442575969918,4397.100087402389,13614.997314982558,5.067407876152127e-16,44.47598112959439,20072.043886899348,289.0222506488176,655.750741763546,8255.623250907032,13.0,2018-05-22
142,2395.4385480281107,1434.6342392459908,11817.351198310522,5.256116774042487e-16,10.70314352909372,8714.294526542157,1.67796795835784e-08,577.2224028910007,1329.580820790703,23.75,2018-05-23
143,470.1575045736051,3949.746418680244,13693.223672562468,4.1532715055341665e-16,40.025835365804774,17843.26224266793,292.0576498809257,652.6804607759799,8398.620753336796,12.75,2018-05-24
144,165.81826140255882,6233.178106288428,13361.862514497112,4.405872589354059e-16,47.59968160044341,19031.84915643451,283.23074352233925,652.1101407420308,7940.660391931854,13.75,2018-05-25
145,923.9937511376465,2814.9927307905446,14076.928801953918,3.394393816110611e-16,40.40478025686262,14372.128618278379,301.7801677386073,650.5280507502885,6086.571988540682,12.5,2018-05-26
146,101.90826850302551,8222.60101396544,13148.93857479082,3.3854549457388596e-16,73.70155799303242,10724.40010134215,288.34824606175266,673.3650005735985,2528.4708466972943,12.5,2018-05-27
147,16.656617254557652,20994.624659318237,13989.68066805839,3.440408640677874e-16,116.6625145696077,20034.42259124041,344.4414422965075,758.6696180854962,8310.52674068458,13.25,2018-05-28
148,736.2074880346154,2776.240104198977,12403.975165151773,4.805728010270388e-16,31.413037806289722,11458.741625396135,276.5220181822506,617.1296949091861,2298.2699342872697,21.0,2018-05-29
149,105.44900198710857,7600.680400978624,13750.79522059954,3.899281699216693e-16,47.20853828080268,19707.1125030565,289.8942565850299,697.3940740409336,8192.351365627977,13.5,2018-05-30
150,119.06887428681637,7208.809677378094,13945.043486004737,3.4643916457642663e-16,46.471204069088536,17833.57615136686,295.389310505299,692.1359663137619,8462.082804154574,13.0,2018-05-31
151,23.51770218666175,12258.014159468155,14211.803669723497,3.913908761977297e-16,69.75068594528085,20846.061098971502,297.2115709507664,745.2448907441743,8537.995530963868,13.0,2018-06-01
152,26.60634327528357,16354.155563347353,14968.841806745773,4.079276457512233e-16,99.6958556757942,14964.315671587829,368.48355943554725,786.3025970581622,6261.930034823435,12.75,2018-06-02
153,95.08393779546539,13464.052977507536,14471.94390148702,4.456977777917153e-16,93.71584896793621,11604.338164124165,352.51166713603186,754.5578606567292,2760.8922943929756,12.0,2018-06-03
154,1517.7698626729164,1766.9178266982826,13100.961950421866,4.504338492828228e-16,20.40569113019409,10378.556320601916,153.87018655705089,638.0888070513016,1741.671521810481,22.75,2018-06-04
