day_of_year,savings,time_of_shift,date
195,4.670000396234586,13.75,2018-07-15
196,4.7600001113623485,19.75,2018-07-16
197,4.725002146321192,12.75,2018-07-17
198,4.625004938636636,12.5,2018-07-18
199,4.350000756672513,21.5,2018-07-19
200,4.065004119339041,22.25,2018-07-20
201,4.79000037517556,20.5,2018-07-21
202,4.9450001600672655,22.75,2018-07-22
203,4.635012234333165,13.75,2018-07-23
204,4.894998252472811,20.0,2018-07-24
205,1.409999893603769,18.25,2018-07-25
206,4.304998230468978,20.5,2018-07-26
207,2.649998632821497,22.75,2018-07-27
208,4.850001215441641,22.75,2018-07-28
209,4.7500001297810615,18.75,2018-07-29
210,4.8950016395355185,20.75,2018-07-30
211,4.914999797808918,20.5,2018-07-31
212,4.905003838860586,23.75,2018-08-01
213,4.87000002415815,20.75,2018-08-02
214,4.824996831824619,23.25,2018-08-03
215,1.69500001117761,14.25,2018-08-04
216,4.615000561923951,14.25,2018-08-05
217,4.149999235839463,22.25,2018-08-06
218,0.6799997571569896,20.5,2018-08-07
219,0.7049991166437035,16.0,2018-08-08
220,3.424998536587499,20.75,2018-08-09
221,0.5000000038918928,20.25,2018-08-10
222,0.8200000067797284,15.5,2018-08-11
223,0.389999163476289,22.5,2018-08-12
224,1.149997324689612,14.0,2018-08-13
225,4.804994604488667,22.25,2018-08-14
226,4.959999859849124,22.75,2018-08-15
227,4.955000160399302,22.5,2018-08-16
228,4.784999821093827,20.5,2018-08-17
229,4.655014798553791,18.5,2018-08-18
230,3.7299983015788976,22.75,2018-08-19
231,2.234999823443919,20.5,2018-08-20
232,3.104997050062168,22.75,2018-08-21
233,4.519999759882647,22.75,2018-08-22
234,2.6399986472977526,15.0,2018-08-23
235,3.349999824800843,20.25,2018-08-24
236,1.6400022184413106,19.25,2018-08-25
237,3.5099999139586133,14.0,2018-08-26
238,2.499997164551554,0.5,2018-08-27
239,2.404999658494696,13.75,2018-08-28
240,2.439999952118202,16.75,2018-08-29
241,2.6600000704954883,18.0,2018-08-30
242,4.700000257794218,16.5,2018-08-31
243,4.804999965466663,14.0,2018-09-01
244,3.355000025112819,14.5,2018-09-02
245,2.7000005215260146,15.0,2018-09-03
246,1.9000002236400886,16.25,2018-09-04
247,2.085000108869046,17.25,2018-09-05
248,3.1349992914598626,9.25,2018-09-06
249,0.5099998808577362,11.0,2018-09-07
250,4.650013285504619,21.5,2018-09-08
251,3.9749992911650924,14.75,2018-09-09
252,3.4050003912120452,16.5,2018-09-10
253,3.8250007289003323,16.75,2018-09-11
254,4.269999697137454,16.0,2018-09-12
255,2.6550002587744648,18.75,2018-09-13
256,2.3500002711409085,15.25,2018-09-14
257,3.0350090984768388,17.0,2018-09-15
258,4.4500029227581,1.0,2018-09-16
259,4.47999598047979,2.0,2018-09-17
260,4.589999870749427,16.25,2018-09-18
261,2.4949999949810744,15.25,2018-09-19
262,3.730000430802179,15.25,2018-09-20
263,3.260000246433254,18.25,2018-09-21
264,4.884996989774667,23.75,2018-09-22
265,4.604996074358162,0.5,2018-09-23
266,4.8300000421549685,14.5,2018-09-24
267,4.5599995779224844,19.5,2018-09-25
268,3.284998496104305,15.0,2018-09-26
269,4.2100003337389165,16.0,2018-09-27
270,4.720006483284379,1.25,2018-09-28
271,3.560000100148664,15.5,2018-09-29
272,2.7050001058967372,16.75,2018-09-30
273,0.8449999848516262,22.75,2018-10-01
274,4.949999926598743,16.75,2018-10-02
275,1.809998585812155,16.5,2018-10-03
276,1.2999968925600764,16.25,2018-10-04
277,4.714999499437439,21.5,2018-10-05
278,4.595000144906682,17.25,2018-10-06
279,3.5400011912069096,15.0,2018-10-07
280,4.380001446194644,16.0,2018-10-08
281,4.640000079951472,23.75,2018-10-09
282,4.864999885845263,14.75,2018-10-10
283,1.9850001337262817,17.75,2018-10-11
284,3.0399999637460513,23.75,2018-10-12
285,3.800000299531038,20.5,2018-10-13
286,4.705001916903022,15.25,2018-10-14
287,4.750000050167697,15.25,2018-10-15
288,4.985003362942286,14.75,2018-10-16
289,4.849994861807511,15.0,2018-10-17
290,4.840000368560686,15.25,2018-10-18
291,4.850000091127715,15.0,2018-10-19
292,4.654999091163591,15.0,2018-10-20
293,4.580000111005773,15.0,2018-10-21
294,4.865002312889329,15.25,2018-10-22
295,4.960000021619004,22.25,2018-10-23
296,4.860001033811565,16.75,2018-10-24
297,4.8450001550618,16.0,2018-10-25
298,4.8400002082833256,15.0,2018-10-26
299,4.760000031780778,23.5,2018-10-27
300,4.535001549464367,15.0,2018-10-28
301,4.875002893957739,22.0,2018-10-29
302,4.865001511532445,15.0,2018-10-30
303,1.4050000907249918,16.0,2018-10-31
304,0.50500000186494,22.5,2018-11-01
305,0.3049999780293031,3.5,2018-11-02
306,4.695019546006585,14.75,2018-11-03
307,4.674999833345999,21.0,2018-11-04
308,4.795001883402202,23.25,2018-11-05
309,3.424999783302758,18.75,2018-11-06
310,2.135000467733502,22.75,2018-11-07
311,2.9300001748627533,20.0,2018-11-08
312,0.5899998262766503,23.75,2018-11-09
313,0.44499993911731806,14.75,2018-11-10
314,3.990000286593944,21.0,2018-11-11
315,0.3749999716745648,20.0,2018-11-12
316,0.42500000347035854,18.75,2018-11-13
317,0.6999999382147222,23.25,2018-11-14
318,0.35999965289393276,0.0,2018-11-15
319,0.5400000037248796,23.25,2018-11-16
320,0.40999968010977045,22.0,2018-11-17
321,0.469999964787787,23.25,2018-11-18
322,0.3650000345817397,22.0,2018-11-19
323,0.3549999902660958,22.0,2018-11-20
324,0.2399995548964029,5.25,2018-11-21
325,4.965002250664632,22.75,2018-11-22
326,1.2299999355673648,16.25,2018-11-23
327,4.56499967263101,22.75,2018-11-24
328,0.36000002076324394,23.25,2018-11-25
329,4.595006977324644,16.75,2018-11-26
330,0.3699999883965132,22.0,2018-11-27
331,4.730001093109369,22.25,2018-11-28
332,0.359999868771138,15.75,2018-11-29
333,4.684999612557529,18.0,2018-11-30
334,5.069997115301888,17.0,2018-12-01
335,5.445000258239847,17.25,2018-12-02
336,4.230000792253131,21.5,2018-12-03
337,0.9099999263735153,23.25,2018-12-04
338,0.7600000057132754,6.0,2018-12-05
339,0.6199999893673986,22.25,2018-12-06
340,1.7450002382133074,21.5,2018-12-07
341,5.570004765675801,23.5,2018-12-08
342,0.7849999913754065,3.25,2018-12-09
343,0.6199987564840612,16.25,2018-12-10
344,5.594996139483181,23.5,2018-12-11
345,5.670001388287965,22.25,2018-12-12
346,2.5050026016114653,22.75,2018-12-13
347,0.8299997091108763,22.0,2018-12-14
348,5.000017870153925,21.5,2018-12-15
349,5.054997216416092,17.0,2018-12-16
350,0.969998028486928,23.25,2018-12-17
351,4.8900072566018755,22.25,2018-12-18
352,4.909997730559993,16.25,2018-12-19
353,0.7399998946453268,22.75,2018-12-20
354,0.6999996856140074,2.5,2018-12-21
355,0.7200000148592498,3.75,2018-12-22
356,5.134997078339882,21.25,2018-12-23
357,5.1500046859160555,19.25,2018-12-24
358,5.250015955052085,23.5,2018-12-25
359,0.8549998184181927,23.5,2018-12-26
360,0.7149999589735258,3.25,2018-12-27
361,5.029996806207258,17.5,2018-12-28
362,5.069999587788825,23.5,2018-12-29
363,5.125000658934093,22.75,2018-12-30
364,0.5349997782143724,12.0,2018-12-31
