day_of_year,savings,time_of_shift,date
112,0.26552135067707794,13.75,2018-04-23
113,0.274001638470476,14.0,2018-04-24
114,0.24200070835021353,1.5,2018-04-25
115,0.2317511468252794,1.0,2018-04-26
116,0.2640002815868596,3.0,2018-04-27
117,0.2507567660296176,13.75,2018-04-28
118,0.25200180564283975,12.75,2018-04-29
119,0.2570007662183191,14.0,2018-04-30
120,0.2245001593218883,15.25,2018-05-01
121,0.23250453610204966,21.0,2018-05-02
122,0.2447506361521513,2.25,2018-05-03
123,0.23150034170787326,1.5,2018-05-04
124,0.22775592989286117,14.5,2018-05-05
125,0.24525682672978003,14.0,2018-05-06
126,0.2420005365176831,11.25,2018-05-07
127,0.23450052608183444,14.0,2018-05-08
128,0.2297518035886126,14.5,2018-05-09
129,0.2315050401111791,14.0,2018-05-10
130,0.23950022829997344,14.0,2018-05-11
131,0.23751222970323055,14.0,2018-05-12
132,0.22825767517139764,1.75,2018-05-13
133,0.234250452665104,13.75,2018-05-14
134,0.23075057060504697,13.75,2018-05-15
135,0.2430090399944262,1.75,2018-05-16
136,0.2415023288893893,11.0,2018-05-17
137,0.23175037211709604,14.0,2018-05-18
138,0.23250362945405903,0.5,2018-05-19
139,0.23950031691941764,23.75,2018-05-20
140,0.23075243320704122,15.5,2018-05-21
141,0.23376282836225215,13.75,2018-05-22
142,0.2222557056457129,23.75,2018-05-23
143,0.22825155277697615,13.75,2018-05-24
144,0.2280149075161585,14.0,2018-05-25
145,0.23576325772631107,1.75,2018-05-26
146,0.22750487935684693,13.5,2018-05-27
147,0.23201517352645376,14.0,2018-05-28
148,0.2212695763643338,21.75,2018-05-29
149,0.23100446283089876,13.75,2018-05-30
150,0.23100354752258387,13.75,2018-05-31
151,0.23200727348121886,13.0,2018-06-01
152,0.24675055404090263,14.0,2018-06-02
153,0.24850028873996013,13.0,2018-06-03
154,0.2415250920131225,20.25,2018-06-04
155,0.23525160591741848,2.0,2018-06-05
156,0.24100092495799905,1.75,2018-06-06
157,0.24050592296392537,2.0,2018-06-07
158,0.23600059781846625,1.75,2018-06-08
159,0.23876513948689582,15.0,2018-06-09
160,0.24225468486323273,13.25,2018-06-10
161,0.24500266245199598,14.0,2018-06-11
162,0.24326819042356226,14.0,2018-06-12
163,0.2052517205459278,23.75,2018-06-13
164,0.22425744452961,14.0,2018-06-14
165,0.10250542684419493,20.75,2018-06-15
166,0.2365119867691613,14.0,2018-06-16
167,0.2502507908167652,14.25,2018-06-17
168,0.23775072512030399,1.75,2018-06-18
169,0.2207583743553259,1.75,2018-06-19
170,0.2307520565745835,14.0,2018-06-20
171,0.24100151163654943,13.5,2018-06-21
172,0.21500202514688405,13.5,2018-06-22
173,0.24325039503495113,12.5,2018-06-23
174,0.23725080887824346,20.75,2018-06-24
175,0.23375176603064488,14.0,2018-06-25
176,0.23502098316803818,14.0,2018-06-26
177,0.22302585594917476,14.0,2018-06-27
178,0.23875999233767176,23.75,2018-06-28
179,0.23300068751187092,2.0,2018-06-29
180,0.21725100681494378,13.75,2018-06-30
181,0.2342773011539224,14.25,2018-07-01
182,0.1890036818885913,14.0,2018-07-02
183,0.22525062015158892,14.0,2018-07-03
184,0.23576700258640346,14.0,2018-07-04
185,0.2600044900181962,22.5,2018-07-05
186,0.25475428164854513,22.25,2018-07-06
187,0.2547616443836366,22.5,2018-07-07
188,0.25250073276532914,2.0,2018-07-08
189,0.2317501777030322,16.0,2018-07-09
190,0.14950065879048952,15.25,2018-07-10
191,0.24749999260480376,22.25,2018-07-11
192,0.0612502911926033,22.25,2018-07-12
193,0.24000006007213207,16.75,2018-07-13
194,0.24950135327014242,19.75,2018-07-14
195,0.24250268166580957,13.75,2018-07-15
196,0.24525025743944917,19.75,2018-07-16
197,0.23625214079444537,12.75,2018-07-17
198,0.23125038179394808,12.5,2018-07-18
199,0.21750704687354064,21.5,2018-07-19
200,0.20325288425798102,22.25,2018-07-20
201,0.2517534734291641,20.5,2018-07-21
202,0.24725315906674794,22.75,2018-07-22
203,0.24425058224696475,13.75,2018-07-23
204,0.24525622766191965,20.0,2018-07-24
205,0.07900173727188937,18.25,2018-07-25
206,0.216501290419437,20.5,2018-07-26
207,0.13250041660289832,22.75,2018-07-27
208,0.24325227330412286,22.75,2018-07-28
209,0.2407519784998949,18.75,2018-07-29
210,0.24850777830539453,20.75,2018-07-30
211,0.2542502185855384,20.5,2018-07-31
212,0.2455021737650631,23.75,2018-08-01
213,0.24400111476071926,20.75,2018-08-02
214,0.24975013101980045,23.25,2018-08-03
215,0.12350296415024291,14.25,2018-08-04
216,0.23901629261835092,14.25,2018-08-05
217,0.2075032852460667,22.25,2018-08-06
218,0.03925075814569651,20.5,2018-08-07
219,0.04175032274215758,16.0,2018-08-08
220,0.17275000839423388,20.75,2018-08-09
221,0.03300031709799306,20.25,2018-08-10
222,0.059000561551429284,15.5,2018-08-11
223,0.03300009975115573,22.5,2018-08-12
224,0.05750132222826345,14.0,2018-08-13
225,0.24025019746725673,22.25,2018-08-14
226,0.24800012410851735,22.75,2018-08-15
227,0.2480009911475606,22.5,2018-08-16
228,0.24600067557884375,20.5,2018-08-17
229,0.24176125042697366,18.5,2018-08-18
230,0.2455009556470613,22.75,2018-08-19
231,0.11300020107281529,20.5,2018-08-20
232,0.18175991452481052,22.75,2018-08-21
233,0.23675406845598698,22.75,2018-08-22
234,0.14000058413921226,15.0,2018-08-23
235,0.18150054867211615,20.25,2018-08-24
236,0.12050258786500996,19.25,2018-08-25
237,0.24600187224549366,14.0,2018-08-26
238,0.12500071201786975,0.5,2018-08-27
239,0.12275046947143352,13.75,2018-08-28
240,0.13725039029534924,16.75,2018-08-29
241,0.14675045337540552,18.0,2018-08-30
242,0.24652649725817657,16.5,2018-08-31
243,0.2430006351945865,14.0,2018-09-01
244,0.20550205066587146,14.5,2018-09-02
245,0.16975043658560818,15.0,2018-09-03
246,0.1082517963787076,16.25,2018-09-04
247,0.12550029653829803,17.25,2018-09-05
248,0.16426289280292455,9.25,2018-09-06
249,0.039750185751403405,11.0,2018-09-07
250,0.24650591456615942,21.5,2018-09-08
251,0.23500290476256241,14.75,2018-09-09
252,0.18102019787479504,16.5,2018-09-10
253,0.2290142202046688,16.75,2018-09-11
254,0.22500006574748704,16.0,2018-09-12
255,0.1437521676508527,18.75,2018-09-13
256,0.1342503015428809,15.25,2018-09-14
257,0.23950487251590943,17.0,2018-09-15
258,0.22925094415917135,1.0,2018-09-16
259,0.2310003675752859,2.0,2018-09-17
260,0.23575054988223676,16.25,2018-09-18
261,0.15100524479349642,15.25,2018-09-19
262,0.24051281841620717,15.25,2018-09-20
263,0.17700127791908452,18.25,2018-09-21
264,0.24475062001683345,23.75,2018-09-22
265,0.24526261100769906,0.5,2018-09-23
266,0.24800055880094352,14.5,2018-09-24
267,0.2480012091725477,19.5,2018-09-25
268,0.18975076234034205,15.0,2018-09-26
269,0.2237508001890423,16.0,2018-09-27
270,0.2360007445981492,1.25,2018-09-28
271,0.20400222632106504,15.5,2018-09-29
272,0.1472606571865096,16.75,2018-09-30
273,0.042250408758034826,22.75,2018-10-01
274,0.25625613802456065,16.75,2018-10-02
275,0.09050015045711265,16.5,2018-10-03
276,0.06975050374586189,16.25,2018-10-04
277,0.24350076930137976,21.5,2018-10-05
278,0.24600047038220824,17.25,2018-10-06
279,0.24350046153425955,15.0,2018-10-07
280,0.24775704025252498,16.0,2018-10-08
281,0.2445168070780905,23.75,2018-10-09
282,0.24775967178941,14.75,2018-10-10
283,0.1467521640494092,17.75,2018-10-11
284,0.2190094384613092,23.75,2018-10-12
285,0.24452558063439978,20.5,2018-10-13
286,0.2540071339333676,15.25,2018-10-14
287,0.2455102613915373,15.25,2018-10-15
288,0.24925427372545728,14.75,2018-10-16
289,0.24250219239808665,15.0,2018-10-17
290,0.24900088736924567,15.25,2018-10-18
291,0.2425065846415679,15.0,2018-10-19
292,0.25052153125850046,15.0,2018-10-20
293,0.250510137087167,15.0,2018-10-21
294,0.24425287428449718,15.25,2018-10-22
295,0.25075675836212713,22.25,2018-10-23
296,0.24800114110037202,16.75,2018-10-24
297,0.24800236711721727,16.0,2018-10-25
298,0.24350077097751802,15.0,2018-10-26
299,0.251250603701985,23.5,2018-10-27
300,0.2452553478623314,15.0,2018-10-28
301,0.24600737532069356,22.0,2018-10-29
302,0.2455023746168326,15.0,2018-10-30
303,0.07550023197202323,16.0,2018-10-31
304,0.028502095349411987,22.5,2018-11-01
305,0.029251357120130054,3.5,2018-11-02
306,0.2380067058175008,14.75,2018-11-03
307,0.24550052768637404,21.0,2018-11-04
308,0.2422555422477408,23.25,2018-11-05
309,0.19125114570038923,18.75,2018-11-06
310,0.11000819397589444,22.75,2018-11-07
311,0.161255910679619,20.0,2018-11-08
312,0.038251916727578814,23.75,2018-11-09
313,0.025750379079802557,14.75,2018-11-10
314,0.24400139782650032,21.0,2018-11-11
315,0.03475006756701562,20.0,2018-11-12
316,0.02400012638200957,18.75,2018-11-13
317,0.0350012342443315,23.25,2018-11-14
318,0.021500252981260445,0.0,2018-11-15
319,0.040500042941613246,23.25,2018-11-16
320,0.026750444839212007,22.0,2018-11-17
321,0.027750050285428218,23.25,2018-11-18
322,0.021000109315487493,22.0,2018-11-19
323,0.025250027102960048,22.0,2018-11-20
324,0.01675002653969814,5.25,2018-11-21
325,0.2482522738900937,22.75,2018-11-22
326,0.07200004122613224,16.25,2018-11-23
327,0.22825108851838521,22.75,2018-11-24
328,0.023750597110907195,23.25,2018-11-25
329,0.24427476502865772,16.75,2018-11-26
330,0.0222505659981269,22.0,2018-11-27
331,0.23725100523198103,22.25,2018-11-28
332,0.02700136919677297,15.75,2018-11-29
333,0.23600005082348102,18.0,2018-11-30
334,0.25599999962249126,17.0,2018-12-01
335,0.2775004537494508,17.25,2018-12-02
336,0.21800175165686522,21.5,2018-12-03
337,0.0562502396933844,23.25,2018-12-04
338,0.03800006758564375,6.0,2018-12-05
339,0.03100058181805531,22.25,2018-12-06
340,0.13475014402688096,21.5,2018-12-07
341,0.2785004109954554,23.5,2018-12-08
342,0.040750042217705486,3.25,2018-12-09
343,0.03250004243126125,16.25,2018-12-10
344,0.2797520856830219,23.5,2018-12-11
345,0.2847556185946143,22.25,2018-12-12
346,0.12525092658887818,22.75,2018-12-13
347,0.0415002108168137,22.0,2018-12-14
348,0.28301161527612795,21.5,2018-12-15
349,0.2707500223541819,17.0,2018-12-16
350,0.05400006042671862,23.25,2018-12-17
351,0.27602880124602713,22.25,2018-12-18
352,0.2535000033968601,16.25,2018-12-19
353,0.044000147218644356,22.75,2018-12-20
354,0.054000142657108965,2.5,2018-12-21
355,0.03975137223780113,3.75,2018-12-22
356,0.2694999913540452,21.25,2018-12-23
357,0.260756242705352,19.25,2018-12-24
358,0.2635048826710745,23.5,2018-12-25
359,0.04775004390641925,23.5,2018-12-26
360,0.04475004047317873,3.25,2018-12-27
361,0.2575000399267143,17.5,2018-12-28
362,0.2535005801903382,23.5,2018-12-29
363,0.25625424703430816,22.75,2018-12-30
364,0.02675003050911907,12.0,2018-12-31
