day_of_year,heating,cooling,heating_fans_pumps,cooling_fans_pumps,ceiling_fan,hot_water,pool_heater,hot_tub_heater,pool_pump,well_pump,time_of_shift,date
109,92.41862098915269,2009.9396256075968,14.4509363547953,451.6756017990783,166.94185628451964,2403.751492484332,63.468872368990354,85.4573308952779,7712.88967221937,427.45808804964497,12.75,2018-04-20
110,157.61970581845912,2177.842355769773,11.53518251208888,501.4508094377209,164.7059146041301,2871.3657431198394,62.24290022789045,83.80662564755129,7543.205614955535,418.05398378072545,12.25,2018-04-21
111,243.3552100232921,1553.1246613912665,23.750127219863305,356.1682850285302,167.6725625314781,2419.7415716600117,66.9017673771255,91.08197764817172,8253.983807746139,447.8533623587127,10.75,2018-04-22
112,165.49677404845923,1684.6610114637044,11.59190905819125,384.67303232017,176.55366454853194,3391.7670122776663,71.33482247179496,97.11726097615966,8653.633530548095,469.53798117132266,10.75,2018-04-23
113,466.9636209149426,937.9228887205732,41.48521397588894,212.95175506787103,168.2361362790519,2469.973306844716,64.21950009981556,86.4680097825993,7797.731498640114,432.16009989838545,12.25,2018-04-24
114,331.8246811423086,878.7285996977121,33.40243829839478,202.04403168767783,160.7390622550688,1588.6992231376357,61.5442880565808,82.86597057924291,7466.077236750438,413.7794315867582,12.5,2018-04-25
115,3127.1800507896814,111.49551441980041,431.7088237845717,21.521937004667766,174.41725145547923,878.128668297083,7.173977726867146,363.39593859584005,860.4955008843162,211.87700740623004,5.25,2018-04-26
116,2019.7436731038156,239.46333305219756,302.95264503753384,51.307229084800596,184.4214223824408,316.4559134435799,1.7276033830015922,153.95974925373957,200.99810259836877,267.7589327128055,3.0,2018-04-27
117,161.23085957804517,1673.851822969701,17.886293517519547,399.34749792131845,237.6927179451767,2442.998735310071,48.05200341758267,86.22234487746582,5795.476043236922,428.7404468797459,13.75,2018-04-28
118,419.66495757140257,1354.5247310645495,44.18871836157424,312.7267162756537,170.36922347485097,2520.2044155025014,64.31872910807331,86.60161792650239,7774.5926537375,430.8777462695035,12.25,2018-04-29
119,268.9014333392261,1152.0119943449956,31.814646040772413,272.3706588856118,222.02566153590493,2146.4737765827776,47.96373168002776,86.0639559650196,5841.701407372601,432.16012626799795,13.5,2018-04-30
120,24.70560288163412,2421.826628176792,3.8768854968990296,579.9339384885241,222.27380228681358,1711.6429360054417,36.05379238646794,131.61806165522765,4338.866721914188,386.4448167277787,15.25,2018-05-01
121,48.992778877068226,2359.6070767415035,5.070901261974126,552.806180773563,204.94238527695026,1531.6571107014386,44.311869825153714,79.35123531167584,5383.797198047817,399.78534742088283,14.0,2018-05-02
122,2615.1352422247446,143.01392088545728,372.31233191555674,29.226726701351748,179.95780791278852,911.0480964279349,4.128335589071561,279.6007592627414,503.5694944743235,210.46918759460374,5.0,2018-05-03
123,2233.3123486197173,194.35063669846744,319.43550774585117,41.12167067621974,162.76669823835866,509.8995844135804,1.5188879506674862,135.35970796744107,177.66645439182543,236.20875950826067,3.0,2018-05-04
124,90.52894440609685,1869.3658583706858,8.636234046037682,445.5236102928085,230.29957070119764,2390.4402827604054,35.930196147548195,131.1668607589864,4334.035013399809,386.01448309083304,14.5,2018-05-05
125,148.48755680207032,1772.8486563786273,16.269229643991004,419.69613212375333,231.65046253579726,2047.6319988834937,46.90818497529809,84.00057504574845,5685.150539799891,422.1629786954321,14.0,2018-05-06
126,3586.5286275549643,121.22280750966738,535.7002407213746,23.607413381592476,250.69595093267225,2126.2769448429617,13.443270150021245,337.48205042879835,1625.2573415079414,337.4878198344349,6.75,2018-05-07
127,42.083322735490846,2336.6118220980284,4.65839937703163,557.4264866598331,208.91649756569942,1726.1046171613436,44.84677704288123,80.3091179247675,5435.954354023804,403.65840274058195,14.0,2018-05-08
128,236.4278407954989,1062.5056151904948,25.476806786120324,247.7082338505271,152.5538944386976,2056.6491793577334,58.14500192173168,78.05286888989907,7056.104917007737,392.89987865860695,12.5,2018-05-09
129,333.56091595143334,1209.168174475849,25.138152154171685,280.3634280242473,158.51642120712842,2652.146318119887,58.77649212071775,78.19294146716001,7153.405921510038,406.87670003072657,11.25,2018-05-10
130,3025.4799440061583,124.49869889832559,464.52564475429847,22.555331471655993,236.38583100092293,2124.7469096874092,13.30449874112498,333.99835026998585,1608.4674681023887,334.00137130548626,6.5,2018-05-11
131,1.338212558911832e-07,5827.235856528812,0.3980410491971522,1368.4638467275681,159.3754858725514,2171.07305950981,60.32022091222553,80.97282760316148,7303.416373837618,406.67074430670107,12.25,2018-05-12
132,399.72311166319275,438.99198953337753,48.00387743260271,105.12927261562803,170.60315507202458,466.8976244098435,1.5018467475478707,162.02275276830832,175.1724262048941,280.244884388113,1.75,2018-05-13
133,1137.7509532287834,328.15333555448,170.04236710939256,74.98615729673229,166.09156929548453,404.2005686925788,2.0769955955848856,165.6174734429684,243.3024134487136,189.6235929216644,3.25,2018-05-14
134,530.820623083793,467.92833408782707,66.6187570724474,95.82149952089931,151.26108520823786,2340.043638312972,57.623270176617616,77.3524893698743,6986.548056175741,389.0268253524529,12.5,2018-05-15
135,1633.7054224856615,317.41964327561305,226.82176335964354,72.52736263834795,168.68539930445792,485.74293129215334,2.149305051882651,171.38371156087143,252.39077701075306,196.70664924947246,3.25,2018-05-16
136,1360.842001008351,260.9744417881947,212.6851830423333,49.51487579285418,254.1927008340864,2231.4141542366956,13.446755499956154,337.56958737008443,1621.899379039112,336.7905327978204,6.75,2018-05-17
137,1393.3684417751174,187.96881137317706,197.0050244758305,34.11949448584379,160.54857502541518,1934.7288467081462,59.55888121454178,79.23378095104358,7223.537422988663,410.8656963331033,11.75,2018-05-18
138,845.6582002301059,626.9669833008725,115.40949699618619,140.1345145949973,157.34813448860075,3143.967076816652,59.28638984075007,79.58504787645654,7172.032109828304,399.3550070957446,12.75,2018-05-19
