day_of_year,heating,cooling,heating_fans_pumps,cooling_fans_pumps,ceiling_fan,hot_water,pool_heater,hot_tub_heater,pool_pump,well_pump,time_of_shed
45,108918.43151875382,3977.7926839330003,14239.11120165227,48.17496740664872,1707.0842693328466,8390.596395693381,35.37650318831563,2119.2840375987553,2183.3937195922827,2216.9522304977354,2.25
46,103068.24484657827,4043.8074769477744,13471.709596073693,60.34795879290474,1730.9964501829563,7881.739670490049,34.539310998709816,2131.0585781904674,2118.483310339659,2353.8928872191264,2.0
47,74685.29005246022,4098.606180338591,9798.762762736462,85.91408816475203,1697.1447912603926,6329.014696590068,34.006041656279265,2097.8370410154243,2085.5127661724096,2319.5381042652166,2.0
48,22141.818836730057,3399.4376752610133,3336.6470019593166,687.6169187224062,2418.061794458382,48070.09077979603,1236.7511693688684,1111.4175712176855,74363.2994859676,4170.962650920825,11.0
49,126336.10771103804,3870.5631247510305,16693.41565035769,45.92276157866473,1716.4302358669056,7330.429436858411,33.60468528958255,2073.7025838956306,2060.554264577002,2295.9626550145067,2.0
50,239984.33418059882,3629.6855758504444,32009.88181976676,5.776955406457455,2244.865190497355,27410.808172701396,187.427418398256,4803.696047758657,11293.255276501724,2656.2977908625126,5.0
51,143305.22554848043,3939.7016983872004,18772.550491950064,36.133307881696,1770.7736361013892,10268.411309901254,31.51887189354472,2136.7484632847477,1889.8881476168804,2755.8389155711466,1.25
52,100241.80091510549,4000.931014066434,13376.139613678592,80.75495425036945,1933.1451435978267,18860.22128903834,31.044101403789092,2050.1465293390397,1861.4206591719274,5022.453572712934,0.0
53,129475.80525039257,3830.642403568254,16815.904305961736,38.16343114480655,1802.5812250145143,16807.271076276727,30.74598970091927,2083.5997374670596,1843.5457245669568,3912.2420318565387,0.5
54,150494.1509096337,3807.0349203845617,19558.205482906502,31.644489462947636,1834.630944940366,16680.24740365671,30.52884660870545,2064.674390102676,1830.525710471978,4288.5707443406245,0.25
55,180770.6055744069,3933.2604323342243,23361.358074633026,23.37348777299419,1796.6801048247248,8500.493851225985,57.40751977434472,2906.696028035947,3492.7408997542598,2124.3546726279774,3.0
56,100554.79137500256,4133.464426307263,13171.890675859338,60.639000270202914,1793.4161787731612,9318.212896264224,50.38320224272145,2660.324429604174,3074.9473966192368,2172.662860517829,2.75
57,156595.97533606293,3907.683552345412,20199.6894703312,24.525837688765815,1813.2437062909705,12717.96398590811,77.276015859504,3459.1692653479176,4665.043863760699,2081.0739478077876,3.5
