day_of_year,heating,cooling,heating_fans_pumps,cooling_fans_pumps,ceiling_fan,hot_water,pool_heater,hot_tub_heater,pool_pump,well_pump,time_of_shed
98,716.1838261611855,7099.137661046885,80.87262992255492,1531.700350655254,769.8242716395134,21069.414019610515,604.0718403861781,811.5171012782436,30632.887738285634,1709.3174436632405,12.0
99,1311.9239383994181,4040.74974966667,119.93766010635274,860.9265494401807,774.6428724975963,24279.125908367707,608.8059738404711,817.8634761873318,30872.88477775844,1722.7949158805643,12.0
100,4466.71408489168,1637.9121847645276,628.171624344948,335.08907946188134,793.9680265901953,21615.30255245757,623.9422735194391,836.9313539723579,31608.324556968786,1777.69463632989,11.0
101,2910.934676692347,3212.903429742506,394.07819901136025,711.6205282429216,945.9749708082303,19783.50964933048,492.9536934594606,816.6351455597664,24977.95144697234,1705.13032048635,13.0
102,2588.3159255003497,3471.0873412039755,311.45205629463464,775.6940116500534,759.298836516259,20290.624568774103,595.9733691493436,800.6668474014155,30222.36949726382,1686.224706799503,12.0
103,443.4783493424095,10489.662106319787,45.993948096406555,2426.964467534341,811.5039293511454,26546.635748076646,625.8655080469813,840.7923145685537,31738.04469739894,1771.0020867119058,12.0
104,1495.6359048335767,6352.39748219395,160.10545177451561,1482.5021375888205,788.6851153021071,27510.356125504582,609.4141585182396,818.6823632723757,30903.736336580903,1724.5047482400396,12.0
105,11060.168099230827,686.6848111758113,1726.6177529488132,124.84565573433453,768.13216327017,22029.14784308596,603.9266949505987,811.3123795069829,30625.474001446244,1708.965409383836,12.0
106,4889.282677941798,2053.062561551518,634.2284832021181,457.5894542069394,795.1381973485038,24973.135933284662,615.6908360153141,823.3909640113766,31201.631574325347,1764.716995162139,11.5
107,11719.077190265049,495.1005844034588,1839.7896914451355,85.82730840979055,782.8641889037381,24468.56393426945,605.5715998790108,809.8793271081566,30688.93118878668,1735.584590743135,11.5
108,11465.693961966714,1282.4447781570884,1850.6162406958179,248.8030780615804,866.4205021189564,28155.801315764747,725.415954799609,1070.2571271431957,36746.259610629844,2000.3411485450872,10.0
109,5233.34813515991,2826.140396035256,755.6419802572464,610.5651161806878,870.5585211264655,26371.573100933274,726.382057540391,1071.5724070174313,36795.196273776324,2002.9964056568572,10.0
110,3917.8149918847794,4256.0849948870655,531.732488466562,942.0527389592638,853.4503185863972,25786.531414320343,707.4275818151758,1045.332596528873,35835.07557336874,1950.8668576979414,10.0
111,1750.4000547236926,6498.789117669617,208.41485031943043,1470.532342548444,870.3427339679231,24665.452682522777,721.5347520507491,1063.596768843353,36549.641262184974,1989.5641877258117,10.0
112,1114.1008671007296,6404.549790468063,106.81115679197671,1438.9801534275482,843.2313244728504,31675.084266044203,705.3707030751589,1040.6488384317777,35730.85817241131,1945.0634615848944,10.0
113,5563.005538039485,1281.6974649994065,826.2408944573774,230.1329367846109,862.3716841765361,24379.99922580183,722.6634820862294,1066.6547140423897,36606.8389512237,1992.7877505375538,10.0
114,7166.468871951655,954.884229847733,1135.469897497963,180.823246599917,761.0549643253672,23228.799020717925,636.7921300452238,939.4603874846005,32256.980682908375,1755.9566466954634,10.0
115,2635.552489954073,3808.409062308013,300.5712696971015,879.8376595010164,755.565757414435,19626.853329619156,598.909861432396,806.3990569967212,30381.072550425735,1683.7574159929143,12.25
116,207.27489751151052,11391.426084956924,31.34473126919128,2692.1902268127537,993.2133754576499,20350.881776863436,518.9998233509384,859.0125522107747,26297.85067245587,1793.6141450891766,13.0
117,773.2461639637861,7732.686337217675,92.87254606091348,1834.0537046060288,1041.696624069703,26964.46069192366,509.836798903547,844.682028222511,25833.403559493374,1763.6920787983663,13.0
118,1657.3333195905718,6521.237664973991,191.84931180508642,1528.8857229109071,822.9893655136608,28504.75003492788,635.1555059974469,853.2803426154694,32209.189105747282,1797.2429625769205,12.0
119,1538.871690137804,5344.38166940423,193.4868922703635,1268.7174025215281,1008.078379443408,21599.736337058956,524.284405343015,866.9967012899502,26565.76265740258,1810.2850105940574,13.0
120,405.92295759676375,7301.957929038644,64.60772127361311,1710.8421426503874,996.3979793894457,15855.749949343377,418.7185888822477,921.3238787465813,21218.686360383912,1644.7573737729326,13.75
121,3121.9922417370867,2881.266266850469,450.53298167682544,642.6499935295835,734.3697054126948,24086.754150476463,614.9117431622122,902.5596332515149,31104.553503130577,1691.8050518236264,10.0
122,12975.318647077193,562.6022555411884,1840.5346801450935,107.55072175725093,874.8925694018842,9821.284990507991,64.33876214467563,3435.4854987886642,3225.5578986475693,892.6435087152342,5.0
123,849.0866334750328,6087.84775270307,86.25742994079928,1375.3679780258649,751.8620245913535,24106.810673399556,586.5492669374789,783.8796621580211,29712.873521973783,1672.0640135035671,11.75
124,5580.008752572434,1682.8671971115245,858.4688228085945,339.03562126452556,736.4977464573523,21058.879589320142,608.750077896183,894.2916339861195,30792.9884200792,1674.9497793394532,10.0
125,3611.1189697945388,2994.7012564790184,475.02230600887185,707.3788771619654,780.0534352555959,21586.014457797384,588.3179250264959,786.2836478113331,29779.88664536714,1672.2721493221072,11.0
126,878.8711693506145,6778.502350258748,77.16792857542255,1527.2848495071592,726.6963799145574,22961.02133373742,583.7940339305542,783.7779913457769,29540.21723336765,1637.70092545592,10.75
127,1734.6774226908547,3721.4783144470216,168.30168340773884,824.2535799573185,765.5461072018378,23069.980011014024,598.522730262697,799.8822339612235,30296.561441988015,1701.5247233627272,11.0
128,2841.5613328262343,2240.318163783142,404.9149177645769,471.84525656467537,739.0817686251776,22583.251699596593,617.2844454886799,906.2825791704564,31224.60939581044,1698.3631945164457,10.0
129,2287.0789892230578,4384.313124016791,283.8538666115751,1001.6090261929553,749.9355334016902,22830.70235488658,629.3009233883091,923.7172832746367,31832.41801990294,1731.3986540082074,10.0
130,784.1858368236146,7609.576082877756,56.80209539012147,1744.1496847611506,757.4597061959876,22394.744122644002,597.1628256428156,798.0125951333486,30227.882045604383,1697.9789568123488,11.0
131,0.0,27773.05582877961,1.5037304414414545,6499.84025682207,767.383784736033,21588.986603872057,592.5929296544555,793.7063071785445,30024.73470704064,1680.8050399154263,12.0
132,2512.4737126458117,1952.8759155629486,328.5312999655807,456.341607819748,755.0244493223821,2765.281855575812,15.661675550383723,1349.884984337237,768.514052303447,889.7519801612452,2.5
133,7065.9364628769135,796.0018302447053,1174.8193831955127,160.26787325785304,727.8244198766512,24592.880424782023,609.4219793499506,894.982167421316,30826.931846655585,1676.761306724273,10.0
134,7860.8630377203,695.7327628594041,1223.3523170913777,120.1306869496989,711.0097769764135,23125.541729758697,593.593536064551,939.2598061536571,30036.28878734526,1641.6773704386358,9.75
135,1476.0749151345813,5752.976010038213,159.22864695122757,1335.8591701219398,736.843025281501,21521.41921837748,617.466624862656,835.8603600768627,31223.33363171748,1690.0009820739976,10.25
136,1461.713640507701,4375.821395695638,137.58165015138394,1001.2720766756444,752.9064809278537,20178.66614248737,592.2545636707198,791.4904815352229,29979.318386688185,1683.795890610836,11.0
137,2688.7874144122907,2327.167652476263,359.7049898873814,507.13033108258514,913.9758078378393,17997.807437745934,471.4615878684585,778.9663396477594,23897.19366681504,1637.4416031412893,13.0
138,4580.631399497583,2631.693793282846,658.5270082961356,585.9790362959551,771.8910051117489,26851.237591144363,592.2975782451308,793.2968636360229,30009.72502977477,1680.0345306067254,12.0
139,5296.819099754972,2118.281808910874,843.8208650626444,476.82008035217,767.0499344956854,25004.117928083684,567.1657955904644,756.2422230377982,28725.311605418694,1625.2136238020425,11.5
140,811.9108063049382,8283.09497181032,92.47060857978619,1979.7684386225162,908.0447602548819,17103.621384987913,466.430032784682,771.1869123398448,23642.17576362358,1621.088704082322,13.0
141,12363.405151712828,459.80069146757,1917.2674508644434,74.12540712189674,734.4230710878998,22422.6948550816,615.3250971205896,903.7762326315136,31125.553017389288,1693.018781951124,10.0
142,12460.438283391639,1066.2209121199874,1697.613363196237,224.28799098977962,802.582466908601,4045.475868584442,19.924488881852447,1625.7287091054209,977.8363128061739,868.4948385049936,3.0
143,5060.632693947368,1336.2174271683712,701.4757230716733,276.58257544697005,781.4536304759961,19544.56483859969,536.5010045246632,768.3208075421919,27189.700620989992,1615.0639517974396,12.5
144,4747.70082975535,1705.4673184298672,661.378633659227,339.13508868455403,744.5351401462261,22236.328345822163,623.1795124031457,915.1387509854185,31522.83429492871,1714.6077883734195,10.0
145,4793.727804521892,2092.2197952249617,640.1314435875987,448.09113883967404,772.6635967471586,23282.724345439285,594.7459586196264,796.5724119761975,30133.7641471057,1686.9972500087113,12.0
146,108.43982683598546,16462.588475533375,8.543834915094546,3749.875633324486,752.0103056235479,22496.622186928536,579.9183517687843,776.7144001638894,29382.503842294067,1644.9322892165262,12.0
147,131.72808449249965,20139.892214313633,3.775113045633455,4544.936639306138,746.4006143206822,21906.405179943013,599.0439656937951,804.1450472926921,30312.192306367033,1681.1365656980527,10.75
148,124.81921502774473,23346.315249631494,2.0617939995752725,5389.242347508668,732.9464593198838,17562.73917014718,574.3483094192529,767.5706977713136,29072.89147322104,1632.82549644915,11.0
149,4060.3936450244246,1473.479464382955,677.3254790098504,317.7865909972007,730.5141080184308,21977.969240466427,612.0281565054406,896.9040218020857,30958.479616182904,1683.6930091435286,10.0
150,3357.6121578273132,2842.586418681718,443.32445087071926,655.8798383601916,752.7642047447753,20342.453680572427,588.4807823456564,786.4322436138439,29788.338518923607,1673.1585909597015,11.0
151,16578.324872011694,1579.6356083592948,2312.315917270004,77.07427229969966,818.033815354783,11887.029333342809,61.76018792463654,3643.8510875535567,3115.7057458274417,783.6018652471158,5.25
152,0.0,37393.87186134736,0.0,8108.074637061426,693.2261257632412,25947.642387764507,534.003168890818,819.7818802011701,27009.462798752626,1493.589074530584,12.25
153,53.812067940154904,35291.09660675355,0.19002441878836362,7886.907714825698,705.6284636447524,27541.619210196284,544.5767033397508,833.1635532833087,27560.485598659074,1549.0947278392598,11.75
154,260.7580546839767,11423.6189527375,8.403205222902546,2722.886918639482,715.3562223596781,21071.155534813006,546.8631464929344,837.6407494134461,27690.10912881515,1562.426098203505,11.0
155,971.3640539835717,4540.72801489532,71.16152982130473,1053.23649128388,705.0076397281197,22791.43993950121,529.5655369681601,807.4295665868883,26816.53784413663,1531.575895314708,11.25
156,2054.911861374323,2613.330480425205,218.01340792596488,615.2280752237896,704.0965491534295,22758.686756344083,540.8470867114088,828.5027976324228,27385.442019332964,1544.8531978238102,11.0
